GEOID,NAME,B01003_001E,B01003_001M,B08201_002E,B08201_002M,B19013_001E,B19013_001M,B17001_002E,B17001_002M,B03002_001E,B03002_003E,B03002_012E,B03002_004E,poverty_rate,no_vehicle_hh_rate,pct_nh_white,pct_hispanic,pct_black,rel_moe_pop,rel_moe_poverty_count,rel_moe_no_vehicle,disadvantage_z
06073008331,Census Tract 83.31; San Diego County; California,2766,430,14,18,217083.0,55110.0,77,57,2766,1777,204,0,0.027838033261026754,0.005061460592913955,0.6424439624005784,0.0737527114967462,0.0,0.1554591467823572,0.7402597402597403,1.2857142857142858,-1.1963808879607642
06073008344,Census Tract 83.44; San Diego County; California,3460,416,6,11,176680.0,40484.0,127,63,3460,2386,268,16,0.03670520231213873,0.0017341040462427746,0.6895953757225434,0.07745664739884393,0.004624277456647399,0.12023121387283237,0.49606299212598426,1.8333333333333333,-0.8913877604640533
06073008345,Census Tract 83.45; San Diego County; California,4204,591,93,54,88095.0,19599.0,325,136,4204,2920,406,53,0.07730732635585157,0.022121788772597527,0.6945765937202664,0.09657469077069458,0.012607040913415794,0.14058039961941007,0.41846153846153844,0.5806451612903226,0.23602403810603512
06073013401,Census Tract 134.01; San Diego County; California,4670,768,27,22,134358.0,28611.0,286,138,4670,1307,3144,0,0.061241970021413274,0.005781584582441114,0.2798715203426124,0.6732334047109207,0.0,0.16445396145610278,0.4825174825174825,0.8148148148148148,-0.4050124068662324
06073013409,Census Tract 134.09; San Diego County; California,6105,647,30,29,108590.0,16131.0,309,210,6105,1611,2959,387,0.050614250614250615,0.004914004914004914,0.26388206388206387,0.4846846846846847,0.06339066339066339,0.10597870597870598,0.6796116504854369,0.9666666666666667,-0.2661536372552042
06073015601,Census Tract 156.01; San Diego County; California,5912,755,106,75,63974.0,18675.0,987,482,5912,3883,1446,91,0.16694857916102843,0.017929634641407306,0.6567997293640054,0.2445872801082544,0.015392422192151556,0.1277063599458728,0.48834853090172237,0.7075471698113207,0.7630058195122041
06073015701,Census Tract 157.01; San Diego County; California,6362,1249,215,120,42750.0,7027.0,2149,1204,6362,3155,1343,746,0.3377868594781515,0.0337944042753851,0.4959132348318139,0.21109713926438228,0.11725872367180132,0.1963219113486325,0.5602605863192183,0.5581395348837209,1.8921617128475514
06073008348,Census Tract 83.48; San Diego County; California,4935,498,88,62,150847.0,23788.0,261,213,4935,1105,481,86,0.05288753799392097,0.017831813576494427,0.22391084093211752,0.09746707193515704,0.017426545086119554,0.10091185410334347,0.8160919540229885,0.7045454545454546,-0.4095475490213343
06073008349,Census Tract 83.49; San Diego County; California,3822,499,90,70,129038.0,29108.0,263,143,3822,1052,467,97,0.06881214024071167,0.023547880690737835,0.27524856096284667,0.12218733647305076,0.025379382522239664,0.130559916274202,0.5437262357414449,0.7777777777777778,-0.09651706563842373
06073008351,Census Tract 83.51; San Diego County; California,4817,834,38,39,149196.0,42676.0,243,187,4817,1100,603,154,0.050446335893709775,0.007888727423707702,0.2283578991073282,0.12518164832883538,0.03197010587502595,0.1731368071413743,0.7695473251028807,1.0263157894736843,-0.5387801888990307
06073008352,Census Tract 83.52; San Diego County; California,4119,1259,57,52,133869.0,17270.0,198,112,4119,967,1040,164,0.04806991988346686,0.013838310269482883,0.23476571983491137,0.25248846807477543,0.03981548919640689,0.30565671279436757,0.5656565656565656,0.9122807017543859,-0.3534728209300631
06073008353,Census Tract 83.53; San Diego County; California,4802,599,76,48,151857.0,31416.0,302,207,4802,1221,827,95,0.06289046230737193,0.01582673885880883,0.2542690545605997,0.17221990837151188,0.01978342357351104,0.12473969179508539,0.6854304635761589,0.631578947368421,-0.3993639846960017
06073015801,Census Tract 158.01; San Diego County; California,3657,767,257,111,52212.0,3172.0,601,516,3657,1301,1778,170,0.16434235712332512,0.07027618266338528,0.3557560842220399,0.4861908668307356,0.046486190866830736,0.2097347552638775,0.8585690515806988,0.43190661478599224,1.5315309128036578
06073015901,Census Tract 159.01; San Diego County; California,3751,602,176,92,45690.0,12325.0,894,313,3751,831,1958,82,0.238336443615036,0.0469208211143695,0.22154092242068782,0.5219941348973607,0.021860837110103972,0.16049053585710477,0.35011185682326623,0.5227272727272727,1.601722001496528
06073015902,Census Tract 159.02; San Diego County; California,5435,813,279,232,45921.0,17768.0,1178,501,5435,2684,2060,214,0.21674333026678932,0.051333946642134316,0.49383624655013797,0.37902483900643974,0.03937442502299908,0.14958601655933762,0.42529711375212226,0.8315412186379928,1.5623835838708733
06073016000,Census Tract 160; San Diego County; California,2365,367,45,39,100547.0,24117.0,451,274,2365,1499,676,0,0.19069767441860466,0.019027484143763214,0.6338266384778013,0.2858350951374207,0.0,0.1551797040169133,0.6075388026607539,0.8666666666666667,0.6025788828899947
06073008355,Census Tract 83.55; San Diego County; California,3093,191,32,26,154000.0,13398.0,145,105,3093,707,415,73,0.046880051729712255,0.010345942450695119,0.22858066602004526,0.13417394115745232,0.023601681215648238,0.06175234400258649,0.7241379310344828,0.8125,-0.5590084172171331
06073008356,Census Tract 83.56; San Diego County; California,3950,617,41,39,121548.0,12435.0,315,242,3950,822,373,100,0.07974683544303797,0.010379746835443038,0.20810126582278482,0.09443037974683545,0.02531645569620253,0.15620253164556963,0.7682539682539683,0.9512195121951219,-0.1642199785815238
06073008357,Census Tract 83.57; San Diego County; California,4608,497,106,80,114583.0,19948.0,733,422,4608,719,768,95,0.15907118055555555,0.023003472222222224,0.1560329861111111,0.16666666666666666,0.020616319444444444,0.10785590277777778,0.5757162346521146,0.7547169811320755,0.40723067960246956
06073008358,Census Tract 83.58; San Diego County; California,6522,918,146,89,115942.0,43244.0,643,374,6522,1449,1328,9,0.09858938975774302,0.022385771235817233,0.22217111315547378,0.20361852192578964,0.0013799448022079118,0.140754369825207,0.5816485225505443,0.6095890410958904,0.12051977412940941
06073008359,Census Tract 83.59; San Diego County; California,4426,634,131,89,86685.0,7857.0,348,174,4426,1006,1577,148,0.07862629914143697,0.029597830998644374,0.22729326705829192,0.3563036601897876,0.033438770899231814,0.14324446452779033,0.5,0.6793893129770993,0.35121444033692933
06073016401,Census Tract 164.01; San Diego County; California,5410,620,94,76,110076.0,21596.0,413,243,5410,3415,1376,124,0.07634011090573013,0.017375231053604435,0.6312384473197782,0.2543438077634011,0.022920517560073937,0.11460258780036968,0.5883777239709443,0.8085106382978723,0.0007711493713854952
06073016100,Census Tract 161; San Diego County; California,6412,858,0,19,108175.0,11280.0,479,351,6412,4476,1401,55,0.07470368059887711,0.0,0.6980661260137243,0.21849656893325015,0.008577666874610106,0.13381160324391767,0.732776617954071,,-0.22093964950880698
06073016202,Census Tract 162.02; San Diego County; California,3923,690,170,87,68813.0,4358.0,574,269,3923,1097,1212,1008,0.1463165944430283,0.04333418302319653,0.2796329339790976,0.3089472342594953,0.25694621463165945,0.17588580168238593,0.4686411149825784,0.5117647058823529,0.9693094942072786
06073016301,Census Tract 163.01; San Diego County; California,4886,626,249,134,64446.0,19539.0,1119,472,4886,2284,1678,369,0.22902169463774047,0.05096193205075727,0.4674580433892755,0.34343020875972163,0.07552189930413426,0.12812116250511665,0.42180518319928506,0.5381526104417671,1.4699946024291126
06073016302,Census Tract 163.02; San Diego County; California,5784,813,92,66,56154.0,15931.0,1590,727,5784,2726,1882,207,0.274896265560166,0.01590594744121715,0.47130013831258644,0.32538035961272477,0.03578838174273859,0.14056016597510373,0.45723270440251573,0.717391304347826,1.2748493159196144
06073003209,Census Tract 32.09; San Diego County; California,5277,769,66,49,80436.0,24081.0,161,89,5277,712,1617,665,0.03050975933295433,0.012507106310403639,0.13492514686374835,0.30642410460488917,0.12601857115785484,0.14572673867727876,0.5527950310559007,0.7424242424242424,-0.03951378604642234
06073003211,Census Tract 32.11; San Diego County; California,3077,365,11,11,96563.0,13225.0,253,141,3077,498,1565,151,0.08222294442638935,0.0035749106272343193,0.16184595385115372,0.5086122846928827,0.04907377315567111,0.11862203444913877,0.5573122529644269,1.0,-0.05151937967955653
06073003212,Census Tract 32.12; San Diego County; California,3930,437,42,62,103281.0,23605.0,330,157,3930,520,1533,298,0.08396946564885496,0.010687022900763359,0.13231552162849872,0.3900763358778626,0.07582697201017811,0.11119592875318066,0.47575757575757577,1.4761904761904763,-0.0015005970597090437
06073003213,Census Tract 32.13; San Diego County; California,3825,391,3,5,125164.0,18320.0,249,176,3825,306,929,429,0.06509803921568627,0.000784313725490196,0.08,0.24287581699346406,0.11215686274509803,0.10222222222222223,0.7068273092369478,1.6666666666666667,-0.3833465828120472
06073017107,Census Tract 171.07; San Diego County; California,3146,527,0,14,199063.0,37188.0,157,114,3146,2065,332,0,0.04990464081373172,0.0,0.6563890654799746,0.10553083280356007,0.0,0.16751430387794025,0.7261146496815286,,-1.0272033705482835
06073008360,Census Tract 83.60; San Diego County; California,7071,1810,163,99,99122.0,7842.0,524,298,7071,1614,2108,442,0.07410550134351578,0.023051902135482957,0.22825625795502757,0.29811907792391457,0.06250883891953048,0.25597510960260217,0.5687022900763359,0.6073619631901841,0.14960755858404495
06073008502,Census Tract 85.02; San Diego County; California,6776,1298,133,93,100387.0,22802.0,1099,546,6776,3951,1975,114,0.1621900826446281,0.01962809917355372,0.5830873671782763,0.291469893742621,0.016824085005903187,0.19155844155844157,0.4968152866242038,0.6992481203007519,0.48532742883708213
06073008504,Census Tract 85.04; San Diego County; California,5896,896,143,102,131429.0,27167.0,563,361,5896,4424,745,15,0.09548846675712347,0.024253731343283583,0.7503392130257802,0.12635685210312075,0.002544097693351425,0.1519674355495251,0.6412078152753108,0.7132867132867133,0.012743211165838245
06073008505,Census Tract 85.05; San Diego County; California,5406,773,89,67,87178.0,21875.0,500,491,5406,2487,1525,87,0.0924898261191269,0.016463189049204588,0.46004439511653716,0.28209396966333705,0.01609322974472808,0.14298927118017019,0.982,0.7528089887640449,0.2357790350794334
06073016502,Census Tract 165.02; San Diego County; California,8034,1087,133,78,66701.0,8425.0,1805,830,8034,4030,2441,216,0.22467015185461786,0.016554642768235,0.5016181229773463,0.3038337067463281,0.0268857356235997,0.13529997510580036,0.4598337950138504,0.5864661654135338,0.9799097763752442
06073017104,Census Tract 171.04; San Diego County; California,3748,464,65,87,136468.0,9768.0,214,159,3748,2850,595,0,0.057097118463180364,0.017342582710779084,0.7604055496264674,0.15875133404482392,0.0,0.12379935965848453,0.7429906542056075,1.3384615384615384,-0.2871714216699007
06073003214,Census Tract 32.14; San Diego County; California,4587,575,18,23,80762.0,16741.0,269,212,4587,560,1614,1171,0.05864399389579246,0.003924133420536298,0.12208415086112928,0.35186396337475473,0.2552866797471114,0.12535426204490951,0.7881040892193308,1.2777777777777777,-0.030403258994458244
06073003301,Census Tract 33.01; San Diego County; California,3338,627,95,52,72773.0,10692.0,649,383,3338,205,2198,798,0.19442780107849011,0.028460155781905333,0.06141402037147993,0.658478130617136,0.2390653085680048,0.18783702816057518,0.5901386748844376,0.5473684210526316,0.9562297820643293
06073003303,Census Tract 33.03; San Diego County; California,3969,577,80,46,57699.0,9450.0,683,344,3969,619,2564,424,0.17208364827412445,0.020156210632401108,0.15595867976820357,0.6460065507684555,0.10682791635172588,0.145376669186193,0.5036603221083455,0.575,0.8631952857189115
06073003403,Census Tract 34.03; San Diego County; California,3681,455,58,45,66711.0,17951.0,621,346,3681,415,2881,243,0.1687041564792176,0.015756587883727247,0.11274110296115186,0.7826677533279001,0.06601466992665037,0.12360771529475686,0.5571658615136876,0.7758620689655172,0.72117827971255
06073008506,Census Tract 85.06; San Diego County; California,4084,439,48,35,118633.0,9187.0,467,239,4084,2048,875,54,0.1143486777668952,0.011753183153770812,0.5014691478942214,0.2142507345739471,0.013222331047992164,0.1074926542605289,0.5117773019271948,0.7291666666666666,0.029629293443996747
06073008507,Census Tract 85.07; San Diego County; California,7252,922,115,117,87269.0,13030.0,749,401,7252,2885,2367,469,0.10328185328185328,0.015857694429123,0.3978212906784335,0.32639271924986213,0.06467181467181467,0.12713734142305572,0.5353805073431241,1.017391304347826,0.2749494701560339
06073008509,Census Tract 85.09; San Diego County; California,6491,886,195,160,115600.0,22298.0,437,225,6491,2857,1538,401,0.06732398705900478,0.030041596056077646,0.44014789708827606,0.23694346017562778,0.06177784624865198,0.13649668772146048,0.5148741418764302,0.8205128205128205,0.08542864912593656
06073008510,Census Tract 85.10; San Diego County; California,5732,589,312,191,79226.0,31955.0,506,211,5732,3003,1031,169,0.08827634333565945,0.05443126308443824,0.5239009071877181,0.17986741102581996,0.029483600837404048,0.10275645498953245,0.41699604743083,0.6121794871794872,0.7784691002600647
06073008512,Census Tract 85.12; San Diego County; California,4043,355,90,61,118224.0,19332.0,360,165,4043,2718,674,39,0.08904279000742023,0.022260697501855057,0.6722730645560228,0.16670789018055898,0.00964630225080386,0.08780608459065051,0.4583333333333333,0.6777777777777778,0.059061645455191214
06073017108,Census Tract 171.08; San Diego County; California,4336,457,68,53,165893.0,36417.0,237,153,4336,3575,226,30,0.05465867158671587,0.015682656826568265,0.8244926199261993,0.05212177121771218,0.006918819188191882,0.10539667896678967,0.6455696202531646,0.7794117647058824,-0.545293116709581
06073017303,Census Tract 173.03; San Diego County; California,3582,730,8,12,119558.0,34802.0,193,135,3582,2299,182,41,0.053880513679508656,0.002233389168062535,0.6418202121719709,0.05080960357342267,0.011446119486320492,0.2037967615857063,0.6994818652849741,1.5,-0.3710328829870737
06073003404,Census Tract 34.04; San Diego County; California,4595,864,60,46,75843.0,8514.0,264,127,4595,383,2917,642,0.05745375408052231,0.013057671381936888,0.08335146898803046,0.6348204570184983,0.1397170837867247,0.1880304678998912,0.4810606060606061,0.7666666666666667,0.12239238334745935
06073003501,Census Tract 35.01; San Diego County; California,3591,547,129,91,59974.0,35259.0,809,443,3591,284,2972,64,0.2252854358117516,0.03592314118629908,0.07908660540239487,0.8276246170983013,0.017822333611807295,0.15232525758841547,0.5475896168108776,0.7054263565891473,1.289466933730865
06073003502,Census Tract 35.02; San Diego County; California,4655,1096,119,83,43807.0,24120.0,1214,504,4655,70,4166,292,0.26079484425349087,0.02556390977443609,0.015037593984962405,0.8949516648764769,0.06272824919441461,0.23544575725026853,0.41515650741350907,0.6974789915966386,1.4342206096128345
06073003602,Census Tract 36.02; San Diego County; California,3719,788,81,43,64444.0,9065.0,624,214,3719,189,2812,445,0.1677870395267545,0.021780048400107554,0.050820112933584294,0.7561172358160796,0.11965582145738102,0.21188491529981177,0.34294871794871795,0.5308641975308642,0.8138740331048471
06073003603,Census Tract 36.03; San Diego County; California,3176,467,114,79,63664.0,18766.0,557,367,3176,318,2462,186,0.1753778337531486,0.03589420654911839,0.10012594458438287,0.7751889168765743,0.058564231738035266,0.14704030226700252,0.6588868940754039,0.6929824561403509,1.039540822744861
06073008513,Census Tract 85.13; San Diego County; California,2909,328,10,16,132500.0,18926.0,145,64,2909,1950,499,26,0.049845307665864556,0.0034376074252320385,0.6703334479202475,0.17153661051907873,0.0089377793056033,0.11275352354761087,0.4413793103448276,1.6,-0.4722026212566872
06073008600,Census Tract 86; San Diego County; California,6473,1060,154,93,63924.0,8096.0,720,364,6473,1661,2755,475,0.11123126834543488,0.023791132396106907,0.25660435655801017,0.4256140892939904,0.07338173953344662,0.16375714506411246,0.5055555555555555,0.6038961038961039,0.5936147779837492
06073008701,Census Tract 87.01; San Diego County; California,3320,440,13,20,78516.0,24755.0,410,187,3320,1262,679,209,0.12349397590361445,0.00391566265060241,0.38012048192771086,0.20451807228915664,0.06295180722891566,0.13253012048192772,0.4560975609756098,1.5384615384615385,0.2742169094659764
06073008702,Census Tract 87.02; San Diego County; California,5220,568,150,69,111025.0,10502.0,688,271,5220,2106,1187,510,0.1318007662835249,0.028735632183908046,0.40344827586206894,0.22739463601532567,0.09770114942528736,0.10881226053639846,0.3938953488372093,0.46,0.389135131147795
06073017305,Census Tract 173.05; San Diego County; California,3344,536,16,18,168889.0,13392.0,180,103,3344,2775,249,12,0.05382775119617225,0.004784688995215311,0.8298444976076556,0.07446172248803828,0.0035885167464114833,0.16028708133971292,0.5722222222222222,1.125,-0.7155740286829727
06073018621,Census Tract 186.21; San Diego County; California,1979,380,25,26,115250.0,62830.0,111,57,1979,456,1129,163,0.056088933804951994,0.012632642748863061,0.23041940373926226,0.5704901465386559,0.08236483072258717,0.19201616978271854,0.5135135135135135,1.04,-0.1911665003430574
06073009108,Census Tract 91.08; San Diego County; California,2064,333,12,15,88654.0,24800.0,123,49,2064,1149,745,18,0.059593023255813955,0.005813953488372093,0.5566860465116279,0.36094961240310075,0.00872093023255814,0.1613372093023256,0.3983739837398374,1.25,-0.061748532200574115
06073017069,Census Tract 170.69; San Diego County; California,2337,332,15,18,186625.0,34947.0,46,43,2337,1316,181,173,0.019683354728284124,0.006418485237483954,0.5631151048352588,0.07744972186563971,0.0740265297389816,0.14206247325631152,0.9347826086956522,1.2,-0.9813042739718671
06073003800,Census Tract 38; San Diego County; California,8774,323,16,27,,,0,19,8774,3759,2034,1550,0.0,0.0018235696375655346,0.42842489172555276,0.23182129017551859,0.17665830863916115,0.036813312058354225,,1.6875,-0.4996321377588829
06073003901,Census Tract 39.01; San Diego County; California,4381,698,89,62,67459.0,9633.0,791,402,4381,142,4029,114,0.18055238530015977,0.02031499657612417,0.032412691166400366,0.9196530472494864,0.026021456288518603,0.1593243551700525,0.5082174462705437,0.6966292134831461,0.8280625140462075
06073003902,Census Tract 39.02; San Diego County; California,4257,667,336,151,53750.0,15339.0,495,264,4257,164,3593,303,0.11627906976744186,0.07892882311486962,0.03852478271082922,0.8440216114634719,0.0711768851303735,0.15668311017148226,0.5333333333333333,0.4494047619047619,1.4206989089240425
06073004000,Census Tract 40; San Diego County; California,4151,784,71,64,53643.0,21162.0,921,440,4151,411,3501,179,0.22187424716935678,0.017104312213924354,0.09901228619609732,0.8434112262105516,0.04312213924355577,0.18887015177065766,0.4777415852334419,0.9014084507042254,1.074798819333862
06073008800,Census Tract 88; San Diego County; California,6269,694,255,129,76775.0,17829.0,1263,435,6269,1038,1935,314,0.2014675386824055,0.04067634391449992,0.16557664699314084,0.30866166852767585,0.05008773329079598,0.11070346147710959,0.34441805225653205,0.5058823529411764,1.1178006778141911
06073008901,Census Tract 89.01; San Diego County; California,5604,852,89,69,95441.0,14431.0,438,354,5604,2830,1807,102,0.07815845824411134,0.015881513204853676,0.5049964311206281,0.32244825124910775,0.018201284796573874,0.15203426124197003,0.8082191780821918,0.7752808988764045,0.10126662456084616
06073013317,Census Tract 133.17; San Diego County; California,16919,1805,62,73,139464.0,14364.0,1022,582,16919,2177,7816,782,0.06040546131568059,0.0036645191796205448,0.12867190732312783,0.46196583722442225,0.04622022578166558,0.10668479224540457,0.5694716242661448,1.1774193548387097,-0.47574399152942815
06073018201,Census Tract 182.01; San Diego County; California,3024,404,92,66,75707.0,11222.0,383,243,3024,1580,1126,112,0.12665343915343916,0.03042328042328042,0.5224867724867724,0.3723544973544973,0.037037037037037035,0.1335978835978836,0.6344647519582245,0.717391304347826,0.6591367935212527
06073018101,Census Tract 181.01; San Diego County; California,3416,438,36,30,116215.0,9826.0,231,184,3416,2185,874,7,0.06762295081967214,0.01053864168618267,0.6396370023419203,0.25585480093676816,0.0020491803278688526,0.12822014051522249,0.7965367965367965,0.8333333333333334,-0.1750219104428535
06073017202,Census Tract 172.02; San Diego County; California,1655,318,6,10,179018.0,61976.0,31,40,1655,1466,75,0,0.018731117824773415,0.0036253776435045317,0.8858006042296073,0.045317220543806644,0.0,0.19214501510574017,1.2903225806451613,1.6666666666666667,-0.9640627150143715
06073018302,Census Tract 183.02; San Diego County; California,1263,245,24,27,67955.0,11810.0,148,95,1263,963,180,74,0.11718131433095803,0.019002375296912115,0.7624703087885986,0.14251781472684086,0.05859065716547902,0.19398258115597783,0.6418918918918919,1.125,0.5259934620859369
06073017068,Census Tract 170.68; San Diego County; California,4736,629,41,47,145313.0,25357.0,215,123,4736,1623,606,88,0.04539695945945946,0.008657094594594595,0.34269425675675674,0.12795608108108109,0.018581081081081082,0.1328125,0.5720930232558139,1.146341463414634,-0.5212913746852169
06073013325,Census Tract 133.25; San Diego County; California,5764,846,69,73,82529.0,38950.0,724,584,5764,595,2614,1405,0.12560721721027066,0.011970853573907009,0.10322692574600971,0.4535045107564192,0.24375433726578766,0.14677307425399028,0.8066298342541437,1.0579710144927537,0.35901572595268566
06073013318,Census Tract 133.18; San Diego County; California,7687,1113,56,57,151302.0,46101.0,160,161,7687,691,3553,517,0.020814361909717704,0.007285026668401197,0.08989202549759334,0.4622089241576688,0.06725640692077534,0.14478990503447378,1.00625,1.0178571428571428,-0.6942509557251677
06073001301,Census Tract 13.01; San Diego County; California,2713,414,85,65,105903.0,23274.0,196,110,2713,1319,964,109,0.07224474751197936,0.03133063029856248,0.48617766310357535,0.35532620715075564,0.04017692591227424,0.15259859933652783,0.5612244897959183,0.7647058823529411,0.19852706829865718
06073015407,Census Tract 154.07; San Diego County; California,3627,452,125,90,46267.0,13357.0,1108,402,3627,2283,772,273,0.3054866280672732,0.034463744141163495,0.62944582299421,0.21284808381582576,0.07526881720430108,0.1246208988144472,0.3628158844765343,0.72,1.7308304317743184
06073008367,Census Tract 83.67; San Diego County; California,3312,407,47,73,120742.0,32485.0,368,242,3312,1123,686,0,0.1111111111111111,0.014190821256038648,0.33907004830917875,0.2071256038647343,0.0,0.1228864734299517,0.657608695652174,1.553191489361702,0.0312474303065343
06073010017,Census Tract 100.17; San Diego County; California,6581,1273,37,59,108042.0,11729.0,501,309,6581,465,3799,619,0.07612824798662818,0.005622245859291901,0.07065795471812794,0.5772678924175657,0.09405865370004558,0.19343564807779973,0.6167664670658682,1.5945945945945945,-0.13949895255916742
06073007304,Census Tract 73.04; San Diego County; California,3620,541,103,70,104311.0,24939.0,552,453,3620,2877,518,0,0.15248618784530388,0.02845303867403315,0.7947513812154696,0.1430939226519337,0.0,0.1494475138121547,0.8206521739130435,0.6796116504854369,0.5285604698866337
06073005602,Census Tract 56.02; San Diego County; California,2117,289,50,50,100397.0,12457.0,238,122,2117,1238,409,95,0.11242324043457723,0.023618327822390175,0.5847897968823808,0.19319792158715163,0.04487482286254133,0.1365139348134152,0.5126050420168067,1.0,0.3171944362750259
06073021306,Census Tract 213.06; San Diego County; California,5069,667,11,18,157008.0,25229.0,468,353,5069,1396,2528,172,0.09232590254488064,0.002170053264943776,0.2753994870783192,0.49871769579798775,0.03393174196093904,0.13158413888340895,0.7542735042735043,1.6363636363636365,-0.48832523688511703
06073013319,Census Tract 133.19; San Diego County; California,8534,1626,134,110,145256.0,23098.0,356,256,8534,1803,3587,874,0.0417154909772674,0.015701898289196155,0.21127255683149754,0.4203187250996016,0.10241387391610031,0.1905319896883056,0.7191011235955056,0.8208955223880597,-0.4443210695475888
06073009101,Census Tract 91.01; San Diego County; California,5334,685,44,46,108873.0,27368.0,302,144,5334,3708,809,67,0.05661792275965504,0.008248968878890138,0.6951631046119235,0.15166854143232095,0.012560929883764529,0.1284214473190851,0.4768211920529801,1.0454545454545454,-0.19774586509381434
06073013324,Census Tract 133.24; San Diego County; California,2349,279,3,7,125244.0,14687.0,3,7,2349,437,997,370,0.001277139208173691,0.001277139208173691,0.18603661132396765,0.42443593018305664,0.15751383567475521,0.11877394636015326,2.3333333333333335,2.3333333333333335,-0.6604257501911861
06073009000,Census Tract 90; San Diego County; California,4037,517,33,43,112292.0,10399.0,248,123,4037,1792,1348,74,0.06143175625464454,0.008174386920980926,0.4438939806787218,0.3339113202873421,0.01833044339856329,0.12806539509536785,0.4959677419354839,1.303030303030303,-0.20357956020236653
06073008371,Census Tract 83.71; San Diego County; California,4005,745,62,52,159405.0,49619.0,59,54,4005,2157,185,12,0.014731585518102372,0.015480649188514358,0.5385767790262173,0.046192259675405745,0.00299625468164794,0.18601747815230962,0.9152542372881356,0.8387096774193549,-0.6752741101156521
06073008368,Census Tract 83.68; San Diego County; California,6464,604,12,19,211830.0,25620.0,510,302,6464,2213,624,49,0.07889851485148515,0.0018564356435643563,0.34235767326732675,0.09653465346534654,0.007580445544554455,0.09344059405940594,0.592156862745098,1.5833333333333333,-0.9719949433896576
