GEOID,NAME,intersects_study_bbox,area_km2,n_stops_in_bbox,n_stops_mts,n_stops_nctd,n_route_directions,n_route_directions_with_headway,min_route_headway_min,mean_route_headway_min,median_route_headway_min,dist_nearest_stop_m,poverty_rate,disadvantage_z,rel_moe_pop,B01003_001E
06073002708,27.08,True,0.6398266717731896,8,8,0,6,6,8.0,14.5,13.0,20.303682181581877,0.2144497807475464,1.9692672232359216,0.1612027563165587,4789
06073002709,27.09,True,0.6208230209340367,5,5,0,2,2,16.0,30.5,30.5,271.75724408210465,0.3684210526315789,2.1035774959967823,0.2018421052631579,3800
06073002710,27.10,True,0.685709786166266,5,5,0,3,3,11.0,12.666666666666666,11.0,487.0758101665929,0.185666921703647,1.0640414530123945,0.1183371588880387,3921
06073002711,27.11,True,1.4524796809788176,5,5,0,2,2,8.0,19.0,19.0,525.3249232743784,0.0848356309650053,0.0245623816477954,0.1397136797454931,3772
06073002712,27.12,True,2.19450947005001,21,21,0,3,3,8.0,31.666666666666668,30.0,290.88420813196615,0.274703557312253,1.5301455398757804,0.1602587136183974,5566
06073002801,28.01,True,2.8662539798836204,15,15,0,15,14,8.0,18.821428571428573,15.0,586.5112141863684,0.1655126200580746,0.6011096034002114,0.0857717221353585,4477
06073002803,28.03,True,1.1088038431529548,12,12,0,5,5,8.0,11.6,11.0,21.081359366740287,0.1553677741501824,1.099307834929611,0.1200307278663337,5207
06073002804,28.04,True,1.471202539045691,11,11,0,6,6,8.0,14.5,15.0,630.9582489971364,0.2109727486013355,0.5818017707714785,0.1436563797148529,5541
06073002902,29.02,True,1.5705235897858953,11,11,0,4,4,15.0,17.5,17.5,494.3677638896921,0.1552099013212912,0.7042304081272445,0.1219267436026091,5979
06073002903,29.03,True,1.4074680932581092,8,8,0,4,4,16.0,29.25,22.0,545.5972428976806,0.1187581415544941,0.3484184809388757,0.1665219279201042,4606
06073002904,29.04,True,1.8024616479517188,17,17,0,9,8,15.0,27.1875,16.25,174.41738850962477,0.3434569914390542,1.7713114206142595,0.1361598043212393,9812
06073002905,29.05,True,1.1462615486671208,10,10,0,4,4,15.0,37.5,37.5,240.27992870852873,0.2885122410546139,1.2928127627983137,0.1308851224105461,5310
06073003001,30.01,True,2.3787148032818113,17,17,0,3,3,8.0,31.666666666666668,30.0,169.93469204201384,0.1010258697591436,0.1154296658938609,0.1324710080285459,4484
06073003003,30.03,True,3.273234314724569,2,2,0,1,1,30.0,30.0,30.0,955.4004119668953,0.1573284612261469,0.4087861801747146,0.1236297198538367,4926
06073003004,30.04,True,1.226139523085303,12,12,0,5,5,9.0,24.6,15.0,35.42806229719987,0.1224334600760456,0.5834785233451485,0.129657794676806,5260
06073003101,31.01,True,1.0502117083126488,15,15,0,4,4,7.0,7.5,7.5,91.07224677392301,0.0856120623562484,0.0543414967071251,0.1661129568106312,3913
06073003103,31.03,True,2.03964775134488,17,17,0,4,4,7.0,17.5,16.5,406.2955896859,0.0722686474775611,0.0150916736749134,0.1255029402661714,6462
06073003105,31.05,True,1.210504799738629,21,21,0,2,2,24.0,27.0,27.0,88.0561718626712,0.0994704121574948,-0.0860322721269244,0.2235781717706654,4343
06073003107,31.07,True,1.5721615562608722,7,7,0,4,4,7.0,14.25,13.0,678.0241701417524,0.0815903523648012,0.0483904061492389,0.1450913887318635,5307
06073003108,31.08,True,1.0839640956644825,3,3,0,3,3,11.0,17.0,15.0,422.5463810269055,0.0711854792966534,-0.0703935642223417,0.1123085649461145,3526
06073003109,31.09,True,1.093827564236412,5,5,0,2,2,11.0,11.5,11.5,642.5784846455952,0.1123832479662549,-0.1424777467047868,0.2148237420909912,3319
06073003111,31.11,True,1.4375065057173704,14,14,0,7,7,7.0,20.571428571428573,8.0,278.54716476678817,0.2466591531154403,1.5591460716880754,0.1468362582514893,6211
06073003112,31.12,True,1.5103356730799604,18,18,0,6,6,7.0,16.166666666666668,13.5,434.8164808952732,0.0502793296089385,-0.1590740827992392,0.1279837480954799,3938
06073003113,31.13,True,1.587405318472468,7,7,0,3,3,8.0,26.666666666666668,12.0,529.7523911360312,0.0735325280779826,-0.1983518103279833,0.1023521932612841,4719
06073003114,31.14,True,1.1359170512857364,7,7,0,2,2,8.0,8.5,8.5,326.78686690059607,0.0936243538196438,-0.0494474776004681,0.1631246410109132,3482
06073003115,31.15,True,1.5329115372194824,10,10,0,5,5,7.0,16.0,11.0,426.1619198224096,0.1633707464813825,0.970825555706393,0.0929983965793693,5613
06073003201,32.01,True,1.6179512331011834,7,7,0,3,3,13.0,18.666666666666668,21.0,258.06843367361057,0.1144314868804664,0.1348171193599339,0.2286807580174927,5488
06073003202,32.02,True,1.2955344931105985,3,3,0,1,1,21.0,21.0,21.0,368.60237192193415,0.0353710897566959,-0.1431136844210574,0.1324882437129421,4891
06073003204,32.04,True,3.4910336690841706,11,11,0,6,6,9.0,31.166666666666668,17.5,245.0734300625158,0.0865464632454923,-0.0227620421152711,0.1844660194174757,3605
06073003207,32.07,True,5.594695475545285,3,3,0,1,1,12.0,12.0,12.0,961.0190475515798,0.0596393897364771,-0.2446002424271614,0.145631067961165,5768
06073003208,32.08,True,1.360633090017571,11,11,0,2,2,9.0,10.5,10.5,429.9659676245239,0.1049044302859683,0.3393965956934965,0.1936583197510742,6749
06073003209,32.09,True,1.3167442652570722,6,6,0,2,2,9.0,11.0,11.0,414.38109167738844,0.0305097593329543,-0.0395137860464223,0.1457267386772787,5277
06073003211,32.11,True,0.8577367752285043,1,1,0,1,1,21.0,21.0,21.0,229.1998493884771,0.0822229444263893,-0.0515193796795565,0.1186220344491387,3077
06073003212,32.12,True,1.257733199351012,9,9,0,2,2,9.0,10.5,10.5,329.4358102979885,0.0839694656488549,-0.001500597059709,0.1111959287531806,3930
06073003213,32.13,True,1.197048221266258,2,2,0,1,1,13.0,13.0,13.0,554.3629707731176,0.0650980392156862,-0.3833465828120472,0.1022222222222222,3825
06073003214,32.14,True,1.242169112314051,4,4,0,1,1,13.0,13.0,13.0,294.75096337346207,0.0586439938957924,-0.0304032589944582,0.1253542620449095,4587
06073003301,33.01,True,1.5250275662341026,19,19,0,6,6,7.0,14.833333333333334,10.0,153.54976078643796,0.1944278010784901,0.9562297820643292,0.1878370281605751,3338
06073003303,33.03,True,0.6227585022541863,8,8,0,2,2,8.0,8.0,8.0,349.09697964955996,0.1720836482741244,0.8631952857189115,0.145376669186193,3969
06073003304,33.04,True,0.5889348559208217,8,8,0,6,6,7.0,16.0,13.0,275.35774460076357,0.2139696586599241,1.5026260402528155,0.1390644753476612,3164
06073003305,33.05,True,1.2951822606756511,20,20,0,8,8,7.0,11.0,8.0,123.29652776825984,0.2637632264990032,1.2713105939310665,0.1542708173593007,6521
06073003401,34.01,True,2.8050334539263564,18,18,0,5,5,7.0,25.4,11.0,164.41613233782485,0.1057991025198481,0.5528386952359389,0.1558508802209182,5794
06073003403,34.03,True,1.3838361261634582,8,8,0,2,2,13.0,13.5,13.5,243.32176690567982,0.1687041564792176,0.72117827971255,0.1236077152947568,3681
06073003404,34.04,True,1.6706693025671493,28,28,0,15,15,7.0,18.533333333333335,14.0,26.034749534613738,0.0574537540805223,0.1223923833474593,0.1880304678998912,4595
06073003501,35.01,True,1.188116813879912,16,16,0,4,4,9.0,19.25,19.0,126.18405430537976,0.2252854358117516,1.289466933730865,0.1523252575884154,3591
06073003502,35.02,True,0.7801238139666937,9,9,0,2,2,7.0,7.5,7.5,285.0135648580861,0.2607948442534908,1.4342206096128345,0.2354457572502685,4655
06073003601,36.01,True,0.8989267478439189,7,7,0,2,2,8.0,10.5,10.5,398.67621039089306,0.1410404624277456,0.6566393435724763,0.2653179190751445,3460
06073003602,36.02,True,0.6574018778720038,5,5,0,2,2,8.0,9.5,9.5,349.5966675479991,0.1677870395267545,0.8138740331048471,0.2118849152998117,3719
06073003603,36.03,True,0.677685439838975,3,3,0,1,1,11.0,11.0,11.0,525.924494734694,0.1753778337531486,1.039540822744861,0.1470403022670025,3176
06073003800,38,True,3.1780883744384223,13,13,0,4,4,9.0,19.5,14.5,413.801784272559,0.0,-0.4996321377588829,0.0368133120583542,8774
06073003901,39.01,True,0.6415416803037649,9,9,0,4,4,9.0,17.25,15.0,280.59344943754576,0.1805523853001597,0.8280625140462075,0.1593243551700525,4381
06073003902,39.02,True,1.1720877077630019,15,15,0,5,5,7.0,11.7,8.0,164.84905082208698,0.1162790697674418,1.4206989089240425,0.1566831101714822,4257
06073004000,40,True,0.8561377209912038,11,11,0,3,3,14.0,22.666666666666668,24.0,284.0069835183204,0.2218742471693567,1.074798819333862,0.1888701517706576,4151
06073004101,41.01,True,1.1347197907964286,9,9,0,3,2,13.0,14.0,14.0,380.79380666110745,0.0660581311554167,0.6050802815968904,0.1340379533989911,4163
06073004102,41.02,True,0.38006544042762225,4,4,0,3,2,9.0,11.0,11.0,218.60908718629832,0.4094052558782849,1.7116450178903018,0.23144306131858,2169
06073004200,42,True,2.493054183123394,0,0,0,0,0,,,,946.2179015304398,0.035066915127901,-0.5784425486832281,0.0828392342876503,5903
06073004300,43,True,1.0182757523811863,5,5,0,2,1,15.0,15.0,15.0,240.99510867841687,0.0774371975109472,0.0215316524009573,0.1097026964738419,4339
06073004400,44,True,0.9387694645340313,6,6,0,2,1,15.0,15.0,15.0,55.244735514766276,0.100073224310471,0.0991795172687325,0.1447400536978277,4097
06073004501,45.01,True,0.32779126978802753,7,7,0,2,1,15.0,15.0,15.0,78.74220693449833,0.0943859649122807,0.9296086487306192,0.1066666666666666,2850
06073004600,46,True,0.38685734766723606,6,6,0,4,3,9.0,12.333333333333334,13.0,105.40321299849943,0.094689378757515,1.2945161415991076,0.1788577154308617,1996
06073004700,47,True,0.34848976124803005,5,5,0,4,4,8.0,19.0,19.0,225.36177928905346,0.0859080633006782,0.8102122270275013,0.1906556141672946,1327
06073004800,48,True,0.5633840608801047,17,17,0,7,7,8.0,16.428571428571427,15.0,183.24981195255864,0.2362297496318114,1.4562924847475731,0.1944035346097201,3395
06073004900,49,True,0.7910578799208466,6,6,0,2,2,8.0,8.5,8.5,268.11266677080465,0.2924893534649632,1.834358202692828,0.148664343786295,5166
06073005000,50,True,2.424707154555533,27,27,0,10,10,7.0,16.25,14.5,385.5588509498466,0.2018977332630469,2.074624781102489,0.2366895097522403,1897
06073005101,51.01,True,0.2266154212016539,3,3,0,3,3,8.0,15.333333333333334,14.0,280.36777888876355,0.2553897180762852,1.977559719051885,0.2462686567164179,3618
06073005102,51.02,True,0.22703898630009944,9,9,0,10,10,8.0,19.25,15.0,91.44989578665299,0.1692702760539268,2.233357669408602,0.1084956130965118,4673
06073005103,51.03,True,2.6371698218658635,23,23,0,17,17,7.0,19.794117647058822,15.0,766.2071559047503,0.4243021346469622,3.358170441189166,0.2144499178981937,3045
06073005201,52.01,True,0.5055715750565583,7,7,0,9,6,9.0,14.333333333333334,14.5,61.06478929530396,0.1431244153414406,1.1855968353353543,0.1194262550670408,3207
06073005202,52.02,True,0.2339457533125686,22,22,0,32,27,8.0,20.462962962962962,16.0,59.95143639078057,0.2719263899765074,3.52175972061918,0.1384103367267032,5108
06073005301,53.01,True,0.39813945127905315,15,15,0,30,25,8.0,21.22,16.0,62.95701628519143,0.2272864473287051,2.7564022945738373,0.1506187745246,3313
06073005302,53.02,True,0.47320648847652047,24,24,0,33,28,8.0,20.875,16.0,14.0034795238502,0.0306122448979591,0.8531465466292896,0.0930515063168124,4116
06073005401,54.01,True,0.2619740176825633,3,3,0,4,4,8.0,25.25,16.5,244.7733253808056,0.0650854936569222,0.3193726423034097,0.2371759514616657,1813
06073005402,54.02,True,0.7922688180143791,23,21,2,27,24,9.0,29.729166666666668,27.5,72.72027996167552,0.1211717709720372,0.5740679897650426,0.2210386151797603,4506
06073005403,54.03,True,0.516457037487539,9,9,0,6,6,15.0,25.0,17.5,57.68535095352209,0.0328209389281263,0.1132181563931149,0.1479019526381387,2407
06073005500,55,True,0.4403772301086754,2,2,0,2,1,16.0,16.0,16.0,370.16499206420275,0.0,-0.5236682336308077,0.3457627118644067,295
06073005601,56.01,True,0.2319621069042227,4,4,0,3,3,8.0,10.666666666666666,9.0,44.59468961841383,0.2803960396039604,4.320491586180137,0.1948514851485148,2525
06073005602,56.02,True,5.3399897350663705,10,10,0,4,3,8.0,11.0,9.0,145.75019885554556,0.1124232404345772,0.3171944362750259,0.1365139348134152,2117
06073005700,57,True,0.2723540342434881,9,9,0,6,6,8.0,14.5,15.0,42.253721629164474,0.3551532033426184,2.4991042330673023,0.0933147632311977,2154
06073005801,58.01,True,0.3304441313845679,1,1,0,1,1,70.0,70.0,70.0,159.63504468876607,0.103934233705226,1.6825504298244145,0.1280093951849677,1703
06073005802,58.02,True,0.4778317439153513,10,10,0,13,13,9.0,29.923076923076923,30.0,147.07712597979597,0.0515901060070671,-0.3354503719648814,0.1618374558303887,2830
06073005900,59,True,0.419237040153164,8,8,0,6,6,8.0,31.166666666666668,15.0,28.096560740823598,0.0859742704737998,1.672434636401963,0.1182930655789143,3187
06073006000,60,True,1.0090240961385524,19,19,0,7,7,8.0,22.428571428571427,15.0,81.96619691672637,0.1363123448431505,0.8926099928568458,0.1092304220266305,4431
06073006100,61,True,0.8921250837423428,7,7,0,5,5,9.0,24.8,15.0,312.95977188386604,0.0696629213483146,0.0540439718719686,0.1573033707865168,2225
06073006200,62,True,3.629163026410013,15,15,0,4,4,10.0,21.25,22.5,266.1301329058437,0.0,-0.5236682336308077,0.1290322580645161,31
06073006300,63,True,1.5901039648048543,1,1,0,1,1,11.0,11.0,11.0,574.6744948561477,0.0,-0.5236682336308077,0.0891566265060241,2490
06073006500,65,True,3.723089547942608,50,47,3,27,27,9.0,23.814814814814813,15.0,172.27914537072888,0.2374788970174451,2.721564051701073,0.1170512099043331,3554
06073006600,66,True,0.5092760487075396,3,3,0,1,1,28.0,28.0,28.0,301.4175409492972,0.0704647676161919,-0.1208087315955241,0.1329335332333833,2001
06073006801,68.01,True,0.6726297960488272,6,6,0,3,3,13.0,14.333333333333334,15.0,250.3869338054765,0.0951803576841467,0.3206579308564866,0.159745377387087,3299
06073006802,68.02,True,1.0264023944072895,10,10,0,2,2,15.0,22.5,22.5,360.2786486350711,0.2114010304138275,1.131784117702301,0.1017118165198604,6017
06073006900,69,True,1.8204364605344954,7,7,0,3,3,30.0,30.0,30.0,647.8216070407287,0.0677101054780537,-0.4500738879748505,0.1702960190541,5878
06073007002,70.02,True,1.4434292847344667,6,6,0,3,3,30.0,40.0,30.0,262.76684527852984,0.0501577287066246,-0.5789888182317723,0.0933753943217665,3170
06073007100,71,True,2.862853507022173,22,22,0,4,4,28.0,44.5,45.0,270.9555315379991,0.0831005586592178,-0.3604424959005909,0.116852886405959,4296
06073007200,72,True,3.515388732457301,7,7,0,3,3,30.0,40.0,30.0,692.6226785848197,0.0290927870545704,-0.8531778148728968,0.065587880874505,5809
06073007302,73.02,True,0.8349362293971753,0,0,0,0,0,,,,656.6495983930123,0.0186063480481576,-0.9531894461851914,0.1444728201386355,2741
06073007303,73.03,True,0.36138283939195376,5,5,0,2,2,30.0,30.0,30.0,102.87841161547661,0.0397196261682243,-0.3744424651861355,0.1740654205607476,1712
06073007304,73.04,True,0.7926384960002756,4,4,0,3,3,15.0,25.0,30.0,93.38414678442243,0.1524861878453038,0.5285604698866337,0.1494475138121547,3620
06073007401,74.01,True,0.5926892964491871,4,4,0,2,2,15.0,22.5,22.5,470.03495384667724,0.1041894353369763,0.613711790684122,0.1821493624772313,2745
06073007402,74.02,True,0.9187625558077906,10,10,0,2,2,30.0,30.0,30.0,244.06737870950752,0.0864424592748292,-0.1337260203483475,0.2183394640042039,3806
06073007501,75.01,True,1.0338246537608273,10,10,0,4,4,15.0,22.5,22.5,167.76155229239197,0.0920673076923077,0.6990417013639695,0.1728365384615384,4160
06073007502,75.02,True,0.8592544889658655,4,4,0,4,4,15.0,22.5,22.5,209.2334517707527,0.0727574750830564,0.4725288309113053,0.1199335548172757,3010
06073007601,76.01,True,18.39911011447199,22,22,0,5,5,12.0,13.4,13.0,420.0367345458836,0.1085714285714285,0.5516323285655766,0.204,1750
06073007602,76.02,True,0.832814019593252,5,5,0,2,2,12.0,12.5,12.5,572.6659266268064,0.1282229965156794,0.879695363291029,0.2383275261324041,1435
06073007701,77.01,True,0.5686363810668207,8,8,0,1,1,15.0,15.0,15.0,231.2946660831504,0.0860240395946264,-0.1173588606633176,0.1847749234032524,4243
06073007702,77.02,True,0.6184031386026753,7,7,0,1,1,15.0,15.0,15.0,238.6300913656677,0.0696361355081555,-0.0337711852129732,0.1596612296110414,3188
06073007800,78,True,1.9977189539656777,17,17,0,6,6,12.0,14.25,14.0,70.86156130344452,0.1380703822192288,0.1503857772545698,0.1616433743054386,5939
06073007905,79.05,True,0.5713214056624494,8,8,0,4,4,12.0,15.125,15.75,258.8282647945319,0.141572154868987,0.3555184298434868,0.1517403206883066,2557
06073007907,79.07,True,0.4698003907334792,12,12,0,7,7,12.0,14.071428571428571,15.0,186.13956524049559,0.1370382065045784,0.3310415734219054,0.1414587938111777,3167
06073007908,79.08,True,0.45918467208720587,5,5,0,4,4,12.0,14.125,14.0,101.44722617473552,0.0724505327245053,0.2338093626724554,0.1549467275494672,3285
06073007910,79.10,True,0.9990835117237944,13,13,0,5,5,12.0,13.7,13.0,57.011584035662224,0.0981638418079096,0.255800528933136,0.1853813559322034,2832
06073007911,79.11,True,0.3593365216072729,5,5,0,3,3,15.0,15.666666666666666,15.0,201.52447345320314,0.057946314443971,0.4770036234770701,0.1163187047294418,2347
06073007912,79.12,True,0.3983377284263312,3,3,0,1,1,17.0,17.0,17.0,294.57693975313083,0.049025069637883,-0.0028066363250097,0.1682451253481894,1795
06073008002,80.02,True,1.091590558868814,0,0,0,0,0,,,,822.167073165967,0.0291044776119402,-0.9254172360063057,0.1309701492537313,2680
06073008003,80.03,True,0.7506378023484176,6,6,0,2,2,12.0,13.5,13.5,289.0553369486803,0.0569767441860465,-0.4069401887661851,0.1479651162790697,3440
06073008006,80.06,True,1.489580538246344,9,9,0,2,2,12.0,13.5,13.5,144.8138000937043,0.05075513741025,-0.3724097213670298,0.1119088883386976,4039
06073008101,81.01,True,1.474091585120522,13,13,0,2,2,12.0,13.5,13.5,142.8724085174193,0.082521645021645,-0.0222759993845654,0.1509740259740259,3696
06073008102,81.02,True,1.9043711239803047,12,12,0,2,2,12.0,13.5,13.5,80.63936714746042,0.0403920403920403,-0.9065899455858508,0.1618651618651618,3367
06073008201,82.01,True,0.838138230980189,10,10,0,2,2,12.0,13.5,13.5,65.34930909108748,0.0595575723199092,-0.0043278823116396,0.3170731707317073,1763
06073008202,82.02,True,1.1326580512240931,0,0,0,0,0,,,,388.71623174763874,0.0493311036789297,2.434332382523154,0.181438127090301,1196
06073008301,83.01,True,2.354728801185726,0,0,0,0,0,,,,1469.291121021082,0.0210921698930944,-1.2584240592448006,0.1427333140710777,3461
06073008303,83.03,True,4.40612662177716,1,1,0,1,1,15.0,15.0,15.0,1025.8963617320899,0.0817610062893081,-1.0410175036061953,0.1933134723601456,3021
06073008305,83.05,True,4.457771662164781,44,25,19,16,16,5.0,19.9375,16.0,38.88413971941439,0.0345230369889682,0.313179794634533,0.0519143413367942,7705
06073008306,83.06,True,2.7295370729141455,1,1,0,1,1,23.0,23.0,23.0,979.7750315662474,0.0818452380952381,-1.08869080123739,0.1246279761904761,2688
06073008307,83.07,True,2.174524999755174,13,13,0,3,3,17.0,23.333333333333332,23.0,149.7216853582406,0.0441582336706531,0.0008927207087381,0.1731830726770929,4348
06073008310,83.10,True,5.166659839153843,0,0,0,0,0,,,,2284.393898866753,0.02688,-0.6250915543220728,0.12656,6250
06073008311,83.11,True,2.511508273765124,0,0,0,0,0,,,,1100.365148376055,0.0462555066079295,-1.3997580933262377,0.1240822320117474,2724
06073008312,83.12,True,11.803536103386822,41,28,13,5,5,12.0,25.4,30.0,814.8757453428262,0.0741994272324915,-0.4293613877056894,0.1614162978391044,3841
06073008313,83.13,True,2.3758509001501396,2,2,0,2,2,5.0,10.0,10.0,1106.4830205689182,0.064137308039747,-1.0615035696949884,0.1242095754290876,2214
06073008324,83.24,True,5.5164932064608,1,0,1,1,1,29.5,29.5,29.5,983.3524196336485,0.0496167247386759,-0.9172053514699048,0.1296167247386759,7175
06073008327,83.27,True,6.324173821962651,1,0,1,1,1,59.5,59.5,59.5,1867.7089918616252,0.0445511758860549,-0.8399619892647144,0.1190791652865187,6038
06073008328,83.28,True,7.130940669486512,0,0,0,0,0,,,,2118.586032031092,0.0489312387329384,-1.3335094072813949,0.0981200103013134,7766
06073008330,83.30,True,1.5334840453325003,0,0,0,0,0,,,,3577.1130748887717,0.0548867578045296,-0.6308629740632714,0.156498673740053,4901
