GEOID,NAME,intersects_study_bbox,n_stops_in_bbox,n_stops_mts,n_stops_nctd,dist_nearest_stop_m,dist_nearest_stop_km,few_stops_within_x_km,zero_stops_within_x_km,disadvantage_z,poverty_rate,n_osm_walk_edges,n_osm_hospitals,n_osm_groceries,n_osm_schools,walk_edge_density_km_per_km2
06073019111,191.11,False,0,0,0,13034.24429956039,13.03424429956039,True,True,-0.1966638851774264,0.1079040852575488,0,0,0,0,0.0
06073018201,182.01,False,0,0,0,12876.35307219541,12.87635307219541,True,True,0.6591367935212527,0.1266534391534391,0,0,0,0,0.0
06073018511,185.11,False,0,0,0,12761.942271471502,12.761942271471503,True,True,0.6809564514407653,0.1936731907146108,0,0,0,0,0.0
06073019205,192.05,False,0,0,0,12754.58107906728,12.75458107906728,True,True,0.4389224731493454,0.0657114624505928,0,0,0,0,0.0
06073019208,192.08,False,0,0,0,12600.033468214431,12.60003346821443,True,True,-0.2692878445284743,0.0814774579033134,0,0,0,0,0.0
06073019210,192.10,False,0,0,0,12475.640194247975,12.475640194247974,True,True,0.3630715577608301,0.1389680278569167,0,0,0,0,0.0
06073019305,193.05,False,0,0,0,12396.412494433502,12.396412494433502,True,True,0.1912295180727379,0.0511221945137157,0,0,0,0,0.0
06073019404,194.04,False,0,0,0,12143.975345852508,12.143975345852509,True,True,0.6943509766699147,0.1890470297029703,0,0,0,0,0.0
06073019304,193.04,False,0,0,0,12068.059060498548,12.068059060498548,True,True,-0.2652883546875905,0.048076923076923,0,0,0,0,0.0
06073020807,208.07,False,0,0,0,12038.891218930592,12.038891218930592,True,True,-0.2688099521128949,0.0955473098330241,0,0,0,0,0.0
06073018522,185.22,False,0,0,0,12010.24157486703,12.01024157486703,True,True,-0.4218228219951145,0.0303812549642573,0,0,0,0,0.0
06073019206,192.06,False,0,0,0,11852.09927271145,11.85209927271145,True,True,-0.0544659988350227,0.0687127024722932,0,0,0,0,0.0
06073018101,181.01,False,0,0,0,11844.532696550894,11.844532696550894,True,True,-0.1750219104428535,0.0676229508196721,0,0,0,0,0.0
06073019403,194.03,False,0,0,0,11407.25349362908,11.40725349362908,True,True,-0.1357725764838096,0.0590486604702023,0,0,0,0,0.0
06073018504,185.04,False,0,0,0,11360.452557065397,11.360452557065397,True,True,-0.1258270884614099,0.04,0,0,0,0,0.0
06073019501,195.01,False,0,0,0,11213.83716479777,11.21383716479777,True,True,0.622499410121982,0.1511459239918769,0,0,0,0,0.0
06073018102,181.02,False,0,0,0,11205.69545395522,11.20569545395522,True,True,0.0305159945774371,0.0835643564356435,0,0,0,0,0.0
06073019502,195.02,False,0,0,0,10999.457852527838,10.999457852527838,True,True,0.9306998699655596,0.1880669923237962,0,0,0,0,0.0
06073019601,196.01,False,0,0,0,10816.105261994757,10.816105261994757,True,True,-0.0759221170113187,0.0829098301147088,0,0,0,0,0.0
06073016902,169.02,True,0,0,0,10793.45239414868,10.79345239414868,True,True,-0.173575413070717,0.0956158663883089,2,0,0,0,0.0023833215345132
06073018516,185.16,False,0,0,0,10594.42683683676,10.594426836836758,True,True,-0.1853401079977682,0.0634318928481172,0,0,0,0,0.0
06073020813,208.13,False,0,0,0,10484.912140343817,10.484912140343816,True,True,-0.3954539936014458,0.0415779996726141,0,0,0,0,0.0
06073018515,185.15,False,0,0,0,10434.98301110624,10.43498301110624,True,True,-0.1725864238392452,0.0246793626117372,0,0,0,0,0.0
06073019406,194.06,False,0,0,0,10158.751729883912,10.158751729883912,True,True,0.3768873561563641,0.0796218487394957,0,0,0,0,0.0
06073019503,195.03,False,0,0,0,10158.516756272496,10.158516756272496,True,True,0.2525451119166993,0.1076893279101297,0,0,0,0,0.0
06073019405,194.05,False,0,0,0,9858.258847364028,9.858258847364029,True,True,0.1530387720382136,0.055429579239103,0,0,0,0,0.0
06073017901,179.01,False,0,0,0,9726.382050427444,9.726382050427445,True,True,0.7660309608436849,0.0988372093023255,0,0,0,0,0.0
06073018519,185.19,False,0,0,0,9698.01640894066,9.69801640894066,True,True,0.0156224971930859,0.0568238626895517,0,0,0,0,0.0
06073019602,196.02,False,0,0,0,9556.628327743188,9.556628327743189,True,True,0.3390332183186925,0.134478068684121,0,0,0,0,0.0
06073015502,155.02,False,0,0,0,9538.936325553608,9.538936325553609,True,True,-0.416784142761808,0.059347181008902,0,0,0,0,0.0
06073018517,185.17,False,0,0,0,9436.593778500892,9.436593778500892,True,True,0.0377220139944597,0.0558046836073741,0,0,0,0,0.0
06073018518,185.18,False,0,0,0,9331.150724283889,9.331150724283889,True,True,-0.0812798379368177,0.0395173453996983,0,0,0,0,0.0
06073017801,178.01,False,0,0,0,9227.456176766153,9.227456176766152,True,True,0.1150220623094308,0.0779708130646282,0,0,0,0,0.0
06073018000,180,False,0,0,0,9195.558557005705,9.195558557005704,True,True,0.0154442174575054,0.0692552883222254,0,0,0,0,0.0
06073016812,168.12,False,0,0,0,9153.846062161172,9.153846062161172,True,True,0.5394228101475349,0.079126387397064,0,0,0,0,0.0
06073021304,213.04,True,0,0,0,8955.659768447562,8.955659768447562,True,True,-0.7883557152318397,0.0251944012441679,42,0,0,0,0.0941925882715224
06073020111,201.11,False,0,0,0,8791.00472743874,8.79100472743874,True,True,-0.8151239333214834,0.0116640746500777,0,0,0,0,0.0
06073019701,197.01,False,0,0,0,8771.88586802219,8.771885868022189,True,True,0.0497752546767696,0.0825874694873881,0,0,0,0,0.0
06073019702,197.02,False,0,0,0,8734.01025845547,8.73401025845547,True,True,-0.0531396415825916,0.0878942014242116,0,0,0,0,0.0
06073019803,198.03,False,0,0,0,8341.891206085693,8.341891206085693,True,True,0.6452988664204606,0.1199717713479181,0,0,0,0,0.0
06073020110,201.10,False,0,0,0,8250.224432842006,8.250224432842005,True,True,-0.2733158498861672,0.1097752808988764,0,0,0,0,0.0
06073019805,198.05,False,0,0,0,8202.666093970589,8.202666093970588,True,True,0.4207069655303098,0.0639747020189734,0,0,0,0,0.0
06073017902,179.02,False,0,0,0,8146.3011460376,8.146301146037601,True,True,0.7213306695116355,0.2262112234227954,0,0,0,0,0.0
06073019903,199.03,False,0,0,0,8073.476212541733,8.073476212541733,True,True,-0.278144985919744,0.0533584431889516,0,0,0,0,0.0
06073020038,200.38,False,0,0,0,8019.324032300174,8.019324032300174,True,True,-0.5937048304657908,0.0751146788990825,0,0,0,0,0.0
06073020812,208.12,False,0,0,0,7922.575664182205,7.922575664182205,True,True,0.082665208879662,0.0378890392422192,0,0,0,0,0.0
06073020806,208.06,False,0,0,0,7900.47556511006,7.90047556511006,True,True,0.4642239953428052,0.1066359119943222,0,0,0,0,0.0
06073017809,178.09,False,0,0,0,7728.40654611203,7.72840654611203,True,True,-0.3701844853837617,0.044776119402985,0,0,0,0,0.0
06073020304,203.04,False,0,0,0,7498.138157732358,7.498138157732358,True,True,-0.6704600743109844,0.0293209876543209,0,0,0,0,0.0
06073019809,198.09,False,0,0,0,7494.899096781244,7.4948990967812446,True,True,-0.4610048976767402,0.0261133131266029,0,0,0,0,0.0
06073019804,198.04,False,0,0,0,7387.6745529627215,7.3876745529627215,True,True,-0.6622353058179986,0.0383487480261673,0,0,0,0,0.0
06073020805,208.05,False,0,0,0,7355.670718601775,7.3556707186017745,True,True,-0.1549386970102718,0.0750446694460988,0,0,0,0,0.0
06073020040,200.40,False,0,0,0,7227.662405000674,7.227662405000674,True,True,0.0231199104148337,0.1003663003663003,0,0,0,0,0.0
06073019902,199.02,False,0,0,0,7130.1964248355525,7.130196424835552,True,True,0.0928930984687387,0.1006140765233821,0,0,0,0,0.0
06073019904,199.04,False,0,0,0,7017.953119209942,7.017953119209942,True,True,-0.0606395339693788,0.0639059304703476,0,0,0,0,0.0
06073020039,200.39,False,0,0,0,6695.780419782079,6.6957804197820785,True,True,-0.660112639527198,0.0515210991167811,0,0,0,0,0.0
06073015501,155.01,False,0,0,0,6598.822247284307,6.598822247284307,True,True,-0.3644676746291842,0.0377392237524593,0,0,0,0,0.0
06073017810,178.10,False,0,0,0,6490.424901844091,6.490424901844092,True,True,-0.5686949580129502,0.0405378286172988,0,0,0,0,0.0
06073990100,9901,True,0,0,0,6473.233442408942,6.473233442408942,True,True,0.0,,0,0,0,0,0.0
06073020021,200.21,False,0,0,0,6462.736539071266,6.462736539071265,True,True,0.2469629219220614,0.1042178929449593,0,0,0,0,0.0
06073020041,200.41,False,0,0,0,6391.182680738304,6.391182680738304,True,True,0.0284117912043191,0.070770364909694,0,0,0,0,0.0
06073020028,200.28,False,0,0,0,6309.134498080868,6.309134498080868,True,True,1.0619939756989654,0.2154305895137191,0,0,0,0,0.0
06073019808,198.08,False,0,0,0,6059.103605406237,6.059103605406237,True,True,-0.2251868008373201,0.0175701735590314,0,0,0,0,0.0
06073016813,168.13,False,0,0,0,6042.472166716763,6.042472166716763,True,True,-0.0140039184687859,0.0958320657134164,0,0,0,0,0.0
06073020036,200.36,False,0,0,0,5748.235609078762,5.748235609078762,True,True,0.7580978904472889,0.2159495752260893,0,0,0,0,0.0
06073019810,198.10,False,0,0,0,5670.0237861926025,5.670023786192602,True,True,0.4596310047830312,0.1770566037735849,0,0,0,0,0.0
06073020105,201.05,False,0,0,0,5605.766859878036,5.6057668598780355,True,True,0.1558454579923403,0.0670926517571885,0,0,0,0,0.0
06073019905,199.05,False,0,0,0,5379.287318784724,5.3792873187847245,True,True,-0.4109738715005003,0.0314431115957833,0,0,0,0,0.0
06073020023,200.23,False,0,0,0,5301.026404147919,5.301026404147919,True,True,-0.2840041423063438,0.0508014796547472,0,0,0,0,0.0
06073017813,178.13,False,0,0,0,5225.848535262888,5.225848535262887,True,True,-0.172031602745962,0.1006372225884421,0,0,0,0,0.0
06073017020,170.20,True,0,0,0,5077.673442628385,5.0776734426283845,True,True,-0.7797609387928404,0.052721503539175,1230,0,0,1,6.6424343564109005
06073020107,201.07,False,0,0,0,4843.294705747813,4.843294705747813,True,True,0.3745765726908069,0.1854568315171835,0,0,0,0,0.0
06073021502,215.02,True,0,0,0,4728.370479344557,4.728370479344557,True,True,-0.5325086553349447,0.0727715107277151,3056,2,2,4,24.452096434715344
06073020029,200.29,False,0,0,0,4727.861725049413,4.727861725049412,True,True,1.052070740969431,0.2037117587356821,0,0,0,0,0.0
06073020106,201.06,False,0,0,0,4560.131427499144,4.560131427499144,True,True,0.4055308373533982,0.1659517426273458,0,0,0,0,0.0
06073020037,200.37,False,0,0,0,4514.287418821734,4.514287418821734,True,True,-0.0597166699139834,0.0760018424689083,0,0,0,0,0.0
06073020305,203.05,False,0,0,0,4509.110838099947,4.5091108380999465,True,True,0.1876514849977034,0.1152787336545079,0,0,0,0,0.0
06073016901,169.01,True,0,0,0,4486.114779832527,4.486114779832527,True,True,-0.2117876031814531,0.0410958904109589,2280,0,2,3,8.082478399908924
06073020310,203.10,True,0,0,0,4442.267537867338,4.442267537867338,True,True,-0.3255742466594777,0.0700525394045534,0,0,0,0,0.0
06073020024,200.24,False,0,0,0,4388.212836004543,4.388212836004542,True,True,0.542331434181011,0.0623364263621222,0,0,0,0,0.0
06073020017,200.17,False,0,0,0,4349.07656225812,4.34907656225812,True,True,0.6025591519282395,0.1021759697256386,0,0,0,0,0.0
06073020026,200.26,False,0,0,0,4155.01340259966,4.155013402599661,True,True,-0.5059204007214118,0.0299952763344355,0,0,0,0,0.0
06073020208,202.08,False,0,0,0,4141.602952658792,4.141602952658792,True,True,-0.1000352477385777,0.0846649845808802,0,0,0,0,0.0
06073020210,202.10,False,0,0,0,4127.385223742138,4.127385223742138,True,True,0.5896597079413596,0.135508724223884,0,0,0,0,0.0
06073022101,221.01,False,0,0,0,4069.606242951594,4.069606242951594,True,True,-0.7972899879189118,0.0285212812637121,0,0,0,0,0.0
06073019811,198.11,False,0,0,0,4019.2939317958617,4.019293931795862,True,True,-0.2581159713001336,0.0615693491718253,0,0,0,0,0.0
06073020109,201.09,False,0,0,0,3920.1432855536223,3.9201432855536225,True,True,0.0858213428513369,0.0887290167865707,0,0,0,0,0.0
06073017112,171.12,True,0,0,0,3882.282423332122,3.8822824233321223,True,True,-1.0214166463276977,0.0242504409171075,1540,0,0,1,13.119806170629849
06073008367,83.67,True,0,0,0,3862.618582252399,3.862618582252399,True,True,0.0312474303065343,0.1111111111111111,700,0,2,1,27.98323778878193
06073017065,170.65,True,0,0,0,3843.7238378523775,3.8437238378523775,True,True,-0.9403079765113778,0.0353876739562624,2896,0,2,5,38.72587899502776
06073020025,200.25,False,0,0,0,3817.082819112427,3.817082819112427,True,True,0.2604902762175709,0.1317901810714952,0,0,0,0,0.0
06073017811,178.11,False,0,0,0,3757.454463616007,3.757454463616007,True,True,-0.7489263772683646,0.051896813353566,0,0,0,0,0.0
06073020206,202.06,False,0,0,0,3734.744464436582,3.7347444644365817,True,True,0.3746779877334991,0.1159984429739198,0,0,0,0,0.0
06073017010,170.10,True,0,0,0,3702.39929771459,3.70239929771459,True,True,-1.1050237344476292,0.028459273797841,586,0,1,1,7.318510205551068
06073015406,154.06,False,0,0,0,3659.910649057872,3.659910649057872,True,True,-0.6067528265136214,0.0593607305936073,0,0,0,0,0.0
06073017701,177.01,False,0,0,0,3618.250338940429,3.6182503389404292,True,True,0.1842613535899605,0.0984928145811426,0,0,0,0,0.0
06073008330,83.30,True,0,0,0,3577.113074888772,3.5771130748887723,True,True,-0.6308629740632714,0.0548867578045296,1042,0,0,1,54.79808375487942
06073016809,168.09,False,0,0,0,3569.4663862073585,3.5694663862073583,True,True,0.7706394427055621,0.1547210687849792,0,0,0,0,0.0
06073017062,170.62,True,0,0,0,3565.5678755531376,3.5655678755531377,True,True,-1.4566319352341128,0.0259244372990353,808,0,0,3,7.054644236088453
06073020044,200.44,True,0,0,0,3550.629777033657,3.550629777033657,True,True,-0.9434716358370993,0.0706736415074196,608,0,0,0,6.388163910360686
06073021501,215.01,True,0,0,0,3525.8561339452745,3.5258561339452745,True,True,-1.5277213243096492,0.0089928057553956,1034,0,0,1,55.647675730054175
06073008331,83.31,True,0,0,0,3477.558489193282,3.477558489193282,True,True,-1.1963808879607642,0.0278380332610267,702,0,0,2,72.04292300467014
06073020311,203.11,True,0,0,0,3397.9045433702063,3.397904543370206,True,True,0.4134689618151613,0.1283519916688362,1774,0,0,0,9.20343371315575
06073020043,200.43,True,0,0,0,3365.1989177253663,3.3651989177253663,True,True,-0.5658681181843846,0.082114118507681,1478,0,0,2,38.632927701612346
06073020712,207.12,False,0,0,0,3321.71524905339,3.32171524905339,True,True,-0.3533847134003454,0.0665549437395259,0,0,0,0,0.0
06073008374,83.74,True,0,0,0,3284.921294420445,3.284921294420445,True,True,-1.6007816892368416,0.0,2250,0,0,4,47.25576544791674
06073020209,202.09,False,0,0,0,3261.1123085316394,3.2611123085316396,True,True,1.1813643477650295,0.1794273594909862,0,0,0,0,0.0
06073020108,201.08,False,0,0,0,3161.679659845274,3.161679659845274,True,True,0.6665715608997971,0.1430393198724761,0,0,0,0,0.0
06073016811,168.11,False,0,0,0,3155.320115015916,3.155320115015916,True,True,-0.0611581605350981,0.0758909853249475,0,0,0,0,0.0
06073020308,203.08,False,0,0,0,3142.9777119801115,3.1429777119801114,True,True,1.3428595693013794,0.1486486486486486,0,0,0,0,0.0
06073017060,170.60,True,0,0,0,2912.770961243554,2.912770961243554,True,True,-0.0918491613084003,0.0940409683426443,500,0,0,0,16.095126703057343
06073020211,202.11,False,0,0,0,2876.910056318255,2.876910056318255,True,True,1.0811583902166892,0.1398385157189486,0,0,0,0,0.0
06073020309,203.09,False,0,0,0,2842.299431109622,2.8422994311096224,True,True,-0.1870886111861243,0.0808491418247515,0,0,0,0,0.0
06073017066,170.66,True,0,0,0,2834.7748525077345,2.8347748525077345,True,True,-0.7607785143181669,0.1012025901942645,1388,0,0,1,6.429920715739575
06073008366,83.66,True,0,0,0,2784.0853478947693,2.784085347894769,True,True,-1.3400835663139352,0.0142979696883042,1740,0,1,1,27.348237071984016
06073017047,170.47,True,0,0,0,2774.733121555573,2.7747331215555726,True,True,-0.9993616840236552,0.0066666666666666,638,0,2,1,34.085782592020614
06073020207,202.07,False,0,0,0,2761.60672487802,2.76160672487802,True,True,1.4863848751941362,0.1746963562753036,0,0,0,0,0.0
06073017064,170.64,True,0,0,0,2745.1959215202623,2.745195921520262,True,True,-1.2173349478898543,0.0073961023714486,1230,0,0,1,38.21875863313115
06073008368,83.68,True,0,0,0,2709.940864703945,2.709940864703945,True,True,-0.9719949433896576,0.0788985148514851,1526,0,0,3,44.77882640424653
06073020019,200.19,False,0,0,0,2617.5124820324068,2.617512482032407,True,True,0.8187835599807184,0.1670778508771929,0,0,0,0,0.0
06073013422,134.22,True,0,0,0,2588.5260328096338,2.5885260328096336,True,True,-0.6342239823182487,0.0375029670068834,954,0,2,1,19.256852704990727
06073013320,133.20,True,0,0,0,2578.303389504513,2.5783033895045127,True,True,-0.4090360707420991,0.0353284671532846,1168,0,0,0,11.90469621068384
06073008370,83.70,True,0,0,0,2454.7931967100303,2.4547931967100305,True,True,-0.6241536205698922,0.0337730870712401,1850,2,2,0,78.40355811951707
06073020202,202.02,False,0,0,0,2421.3533981449104,2.4213533981449102,True,True,1.212977316888497,0.2112779740871613,0,0,0,0,0.0
06073008373,83.73,True,0,0,0,2404.5681901035546,2.4045681901035545,True,True,-0.9738709831647846,0.0571677307022635,1264,2,0,1,27.77735340496076
06073020213,202.13,False,0,0,0,2383.248462427255,2.383248462427255,True,True,1.6031837121691843,0.2690560323069157,0,0,0,0,0.0
06073008369,83.69,True,0,0,0,2287.657302275301,2.287657302275301,True,True,-0.782383902018227,0.045662100456621,2832,2,7,4,70.06971931199189
06073008310,83.10,True,0,0,0,2284.393898866753,2.2843938988667527,True,True,-0.6250915543220728,0.02688,556,0,0,1,13.257946580167076
06073017070,170.70,True,0,0,0,2261.6972553081523,2.2616972553081522,True,True,-0.8711906467544731,0.0477264186396091,3256,0,2,2,50.90399059899889
06073008372,83.72,True,0,0,0,2190.3276253888616,2.1903276253888615,True,True,-1.0867482978304377,0.0716267339218158,1786,3,1,1,22.515065866723816
06073015602,156.02,False,0,0,0,2188.3517465664336,2.1883517465664335,True,True,-0.1146100140432484,0.138243831640058,0,0,0,0,0.0
06073017702,177.02,False,0,0,0,2153.159501498668,2.153159501498668,True,True,-0.5073923152165641,0.0447303921568627,0,0,0,0,0.0
06073016804,168.04,False,0,0,0,2149.2198157113444,2.1492198157113442,True,True,0.2822034322060181,0.1219813545995731,0,0,0,0,0.0
06073009902,99.02,True,0,0,0,2127.55134845586,2.12755134845586,True,True,0.0,,246,0,0,0,0.9036311108089498
06073008328,83.28,True,0,0,0,2118.586032031092,2.118586032031092,True,True,-1.3335094072813949,0.0489312387329384,2520,0,0,1,29.25782179518233
06073017045,170.45,True,0,0,0,2088.717795682818,2.0887177956828182,True,True,-1.338082440507062,0.0197715289982425,534,0,1,0,25.60015006631197
06073009507,95.07,True,0,0,0,2049.361142073444,2.0493611420734443,True,True,-0.3212876753377001,0.0505846466700559,454,0,0,0,14.495446284136486
06073020214,202.14,False,0,0,0,2031.6273121538088,2.031627312153809,True,True,2.2219274764399106,0.2972193614830072,0,0,0,0,0.0
06073008380,83.80,True,0,0,0,1989.4259127787327,1.9894259127787328,True,True,0.1308225561743007,0.1216216216216216,940,0,1,0,30.05770688411985
06073015405,154.05,False,0,0,0,1970.120920953737,1.970120920953737,True,True,-0.4603794864378299,0.0327259862020166,0,0,0,0,0.0
