GEOID,NAME,intersects_study_bbox,area_km2,n_osm_walk_edges,walk_edge_length_m,walk_edge_length_km,walk_edge_density_km_per_km2,disadvantage_z,poverty_rate,n_stops_in_bbox
06073004102,41.02,True,0.38006544042762225,282,18437.248044003845,18.437248044003844,48.51071968885038,1.7116450178903018,0.4094052558782849,4
06073004200,42,True,2.493054183123394,740,78041.73913761943,78.04173913761943,31.303667471777825,-0.5784425486832281,0.035066915127901,0
06073004300,43,True,1.0182757523811863,530,44989.6465243694,44.9896465243694,44.182183872259934,0.0215316524009573,0.0774371975109472,5
06073004400,44,True,0.9387694645340313,446,37569.24121471746,37.569241214717465,40.01966684479387,0.0991795172687325,0.100073224310471,6
06073004501,45.01,True,0.32779126978802753,212,16788.283176117253,16.788283176117254,51.2163828736919,0.9296086487306192,0.0943859649122807,7
06073004600,46,True,0.38685734766723606,166,13344.858461883896,13.344858461883895,34.49555383232057,1.2945161415991076,0.094689378757515,6
06073004700,47,True,0.34848976124803005,236,15041.784988255858,15.04178498825586,43.162774522807844,0.8102122270275013,0.0859080633006782,5
06073004800,48,True,0.5633840608801047,644,35279.233421260295,35.279233421260294,62.620219262412114,1.4562924847475731,0.2362297496318114,17
06073004900,49,True,0.7910578799208466,618,40990.87417656362,40.99087417656362,51.817793889702706,1.834358202692828,0.2924893534649632,6
06073005000,50,True,2.424707154555533,1018,59511.19073599,59.51119073599,24.54366112797603,2.074624781102489,0.2018977332630469,27
06073005101,51.01,True,0.2266154212016539,140,10331.120657787917,10.331120657787917,45.588780335451055,1.977559719051885,0.2553897180762852,3
06073005102,51.02,True,0.22703898630009944,634,23031.21304802466,23.03121304802466,101.44166613562163,2.233357669408602,0.1692702760539268,9
06073005103,51.03,True,2.6371698218658635,794,40613.624084657684,40.61362408465769,15.40045838076614,3.358170441189166,0.4243021346469622,23
06073005201,52.01,True,0.5055715750565583,764,31810.98706141933,31.810987061419333,62.920837782188684,1.1855968353353543,0.1431244153414406,7
06073005202,52.02,True,0.2339457533125686,660,21223.446873520676,21.223446873520675,90.7195218250643,3.52175972061918,0.2719263899765074,22
06073005301,53.01,True,0.39813945127905315,898,33830.31320215791,33.83031320215791,84.97101478759632,2.7564022945738373,0.2272864473287051,15
06073005302,53.02,True,0.47320648847652047,1234,42936.72217691441,42.93672217691441,90.73570042361082,0.8531465466292896,0.0306122448979591,24
06073005401,54.01,True,0.2619740176825633,516,18906.285910834606,18.906285910834605,72.16855350038396,0.3193726423034097,0.0650854936569222,3
06073005402,54.02,True,0.7922688180143791,2032,66353.38628117852,66.35338628117852,83.75110161154197,0.5740679897650426,0.1211717709720372,23
06073005403,54.03,True,0.516457037487539,1262,48080.478896529654,48.080478896529655,93.09676392528533,0.1132181563931149,0.0328209389281263,9
06073005500,55,True,0.4403772301086754,784,25105.009743197086,25.105009743197087,57.00796505078549,-0.5236682336308077,0.0,2
06073005601,56.01,True,0.2319621069042227,704,24105.9505136759,24.1059505136759,103.92193291997155,4.320491586180137,0.2803960396039604,4
06073005602,56.02,True,5.3399897350663705,4784,248476.73836233155,248.47673836233156,46.53131385827341,0.3171944362750259,0.1124232404345772,10
06073005700,57,True,0.2723540342434881,640,23433.535639518956,23.433535639518954,86.04071426593617,2.4991042330673023,0.3551532033426184,9
06073005801,58.01,True,0.3304441313845679,448,18334.17210326554,18.33417210326554,55.48342476667681,1.6825504298244145,0.103934233705226,1
06073005802,58.02,True,0.4778317439153513,1068,39779.62548837482,39.77962548837482,83.2502779376287,-0.3354503719648814,0.0515901060070671,10
06073005900,59,True,0.419237040153164,920,36363.0382403864,36.3630382403864,86.73622499362541,1.672434636401963,0.0859742704737998,8
06073006000,60,True,1.0090240961385524,1168,57918.505773672034,57.91850577367203,57.400517981008704,0.8926099928568458,0.1363123448431505,19
06073006100,61,True,0.8921250837423428,740,41221.32468326283,41.22132468326283,46.20576804134349,0.0540439718719686,0.0696629213483146,7
06073006200,62,True,3.629163026410013,3282,173480.9704863072,173.4809704863072,47.801922708860914,-0.5236682336308077,0.0,15
06073006300,63,True,1.5901039648048543,84,10590.98070687049,10.590980706870491,6.660558643516287,-0.5236682336308077,0.0,1
06073006500,65,True,3.723089547942608,5610,229586.91800771575,229.58691800771575,61.66569862242133,2.721564051701073,0.2374788970174451,50
06073006600,66,True,0.5092760487075396,868,33147.523463561134,33.147523463561136,65.0875366074729,-0.1208087315955241,0.0704647676161919,3
06073006801,68.01,True,0.6726297960488272,652,31149.293365004138,31.149293365004137,46.30971382472471,0.3206579308564866,0.0951803576841467,6
06073006802,68.02,True,1.0264023944072895,2118,78943.07970765758,78.94307970765759,76.9124079774233,1.131784117702301,0.2114010304138275,10
06073006900,69,True,1.8204364605344954,2254,96596.31743783363,96.59631743783362,53.06217466632817,-0.4500738879748505,0.0677101054780537,7
06073007002,70.02,True,1.4434292847344667,2188,80941.44809359619,80.9414480935962,56.07579737339622,-0.5789888182317723,0.0501577287066246,6
06073007100,71,True,2.862853507022173,2082,126794.05429294515,126.79405429294515,44.28939656951966,-0.3604424959005909,0.0831005586592178,22
06073007200,72,True,3.515388732457301,2048,132379.1909717655,132.3791909717655,37.657056174049565,-0.8531778148728968,0.0290927870545704,7
06073007302,73.02,True,0.8349362293971753,716,43089.85113159648,43.089851131596475,51.60855358104102,-0.9531894461851914,0.0186063480481576,0
06073007303,73.03,True,0.36138283939195376,174,16522.261974145076,16.522261974145078,45.719553263637756,-0.3744424651861355,0.0397196261682243,5
06073007304,73.04,True,0.7926384960002756,258,23492.769103708513,23.492769103708515,29.638693076673817,0.5285604698866337,0.1524861878453038,4
06073007401,74.01,True,0.5926892964491871,546,37118.70479497328,37.11870479497328,62.62759428481694,0.613711790684122,0.1041894353369763,4
06073007402,74.02,True,0.9187625558077906,714,46220.85696889152,46.220856968891525,50.30772823371476,-0.1337260203483475,0.0864424592748292,10
06073007501,75.01,True,1.0338246537608273,746,50793.48278402927,50.79348278402927,49.13162265888487,0.6990417013639695,0.0920673076923077,10
06073007502,75.02,True,0.8592544889658655,736,38294.597479362164,38.29459747936217,44.56723586681599,0.4725288309113053,0.0727574750830564,4
06073007601,76.01,True,18.39911011447199,5678,274624.54521554284,274.6245452155428,14.925968892350632,0.5516323285655766,0.1085714285714285,22
06073007602,76.02,True,0.832814019593252,1096,50822.468488586084,50.82246848858608,61.02499152620879,0.879695363291029,0.1282229965156794,5
06073007701,77.01,True,0.5686363810668207,1012,47768.69424227297,47.76869424227297,84.00569473352014,-0.1173588606633176,0.0860240395946264,8
06073007702,77.02,True,0.6184031386026753,346,31297.02815742477,31.29702815742477,50.609426446545164,-0.0337711852129732,0.0696361355081555,7
06073007800,78,True,1.9977189539656777,2138,111657.05739541359,111.65705739541359,55.89227512396718,0.1503857772545698,0.1380703822192288,17
06073007905,79.05,True,0.5713214056624494,754,37957.925288406375,37.95792528840637,66.43882919876599,0.3555184298434868,0.141572154868987,8
06073007907,79.07,True,0.4698003907334792,1000,41839.737478542615,41.83973747854262,89.05854125242432,0.3310415734219054,0.1370382065045784,12
06073007908,79.08,True,0.45918467208720587,628,32691.1924427835,32.6911924427835,71.19399760054483,0.2338093626724554,0.0724505327245053,5
06073007910,79.10,True,0.9990835117237944,2058,71781.31695957927,71.78131695957927,71.84716404310339,0.255800528933136,0.0981638418079096,13
06073007911,79.11,True,0.3593365216072729,402,19840.79558824915,19.84079558824915,55.21508222850114,0.4770036234770701,0.057946314443971,5
06073007912,79.12,True,0.3983377284263312,206,17101.219946038815,17.101219946038814,42.93145922581502,-0.0028066363250097,0.049025069637883,3
06073008002,80.02,True,1.091590558868814,408,41681.67925609972,41.68167925609972,38.18435302270599,-0.9254172360063057,0.0291044776119402,0
06073008003,80.03,True,0.7506378023484176,512,41386.09076660212,41.38609076660212,55.13456774641929,-0.4069401887661851,0.0569767441860465,6
06073008006,80.06,True,1.489580538246344,942,53678.05930393198,53.67805930393198,36.035687850169,-0.3724097213670298,0.05075513741025,9
06073008101,81.01,True,1.474091585120522,1122,60674.516670693345,60.67451667069334,41.1606153126046,-0.0222759993845654,0.082521645021645,13
06073008102,81.02,True,1.9043711239803047,1208,77964.78492801644,77.96478492801644,40.9399113157435,-0.9065899455858508,0.0403920403920403,12
06073008201,82.01,True,0.838138230980189,1838,74603.06212462479,74.60306212462478,89.01045122041232,-0.0043278823116396,0.0595575723199092,10
06073008202,82.02,True,1.1326580512240931,854,39078.51016304867,39.07851016304867,34.50159571179978,2.434332382523154,0.0493311036789297,0
06073008301,83.01,True,2.354728801185726,516,56600.83392366101,56.600833923661014,24.037092464813618,-1.2584240592448006,0.0210921698930944,0
06073008303,83.03,True,4.40612662177716,1120,102938.7518347803,102.93875183478029,23.36264040302617,-1.0410175036061953,0.0817610062893081,1
06073008305,83.05,True,4.457771662164781,8432,297042.4838680426,297.0424838680426,66.63474632161689,0.313179794634533,0.0345230369889682,44
06073008306,83.06,True,2.7295370729141455,486,55523.016202680185,55.52301620268018,20.341550497206452,-1.08869080123739,0.0818452380952381,1
06073008307,83.07,True,2.174524999755174,838,65733.06168228008,65.73306168228008,30.228698998485118,0.0008927207087381,0.0441582336706531,13
06073008310,83.10,True,5.166659839153843,556,68499.30014539628,68.49930014539628,13.257946580167076,-0.6250915543220728,0.02688,0
06073008311,83.11,True,2.511508273765124,320,52554.925665478106,52.55492566547811,20.925643054597813,-1.3997580933262377,0.0462555066079295,0
06073008312,83.12,True,11.803536103386822,2800,230145.53213698952,230.14553213698952,19.498015689633313,-0.4293613877056894,0.0741994272324915,41
06073008313,83.13,True,2.3758509001501396,644,58315.47332976955,58.315473329769546,24.54508964602297,-1.0615035696949884,0.064137308039747,2
06073008324,83.24,True,5.5164932064608,1518,136111.5298592444,136.1115298592444,24.673560677974454,-0.9172053514699048,0.0496167247386759,1
06073008327,83.27,True,6.324173821962651,2206,161886.2663450215,161.88626634502148,25.59801025437051,-0.8399619892647144,0.0445511758860549,1
06073008328,83.28,True,7.130940669486512,2520,208635.79133985456,208.63579133985456,29.25782179518233,-1.3335094072813949,0.0489312387329384,0
06073008330,83.30,True,1.5334840453325003,1042,84031.98715290167,84.03198715290166,54.79808375487942,-0.6308629740632714,0.0548867578045296,0
06073008331,83.31,True,0.9542076592983256,702,68743.9089292958,68.7439089292958,72.04292300467014,-1.1963808879607642,0.0278380332610267,0
06073008336,83.36,True,0.8285621300111974,410,38775.040796276066,38.775040796276066,46.79798821574437,-1.1736753843498229,0.0033557046979865,0
06073008337,83.37,True,1.572595696676737,764,74636.39902949886,74.63639902949886,47.46064051124078,-1.022799207836012,0.0188150520416333,0
06073008339,83.39,True,11.858320554094353,6662,371478.7741194274,371.47877411942744,31.326423706025217,1.6423261133730538,0.3443145589798087,39
06073008343,83.43,True,0.7661042482137584,574,38046.86488355048,38.04686488355048,49.66277758185024,1.286228281871524,0.2629051620648259,5
06073008344,83.44,True,2.0384680288316845,648,55156.08505792358,55.156085057923576,27.05761595365094,-0.8913877604640533,0.0367052023121387,3
06073008345,83.45,True,1.9122928588764738,924,56535.85657093967,56.53585657093967,29.56443429075821,0.2360240381060351,0.0773073263558515,2
06073008346,83.46,True,11.742275890480977,8232,467236.5036439786,467.2365036439786,39.79096624894921,-0.9266307155489254,0.0218566392479435,51
06073008347,83.47,True,2.266985606195673,1380,100426.7752445429,100.42677524454291,44.29969690591616,-0.604165307200443,0.0402744630071599,0
06073008348,83.48,True,1.9982986040203632,1934,70845.29592391217,70.84529592391218,35.452807594109814,-0.4095475490213343,0.0528875379939209,4
06073008349,83.49,True,0.9598305169861319,1884,69271.78772116684,69.27178772116685,72.1708535989044,-0.0965170656384237,0.0688121402407116,8
06073008350,83.50,True,15.528706917621424,13840,718683.6619115232,718.6836619115232,46.28097276380344,-0.0243406420802063,0.0910956741395642,51
06073008351,83.51,True,1.059681488405334,1988,80837.76138590187,80.83776138590187,76.28496134961355,-0.5387801888990307,0.0504463358937097,4
06073008352,83.52,True,0.6960015522126973,448,31746.247143397537,31.746247143397536,45.612322332430544,-0.3534728209300631,0.0480699198834668,5
06073008353,83.53,True,1.954795110234528,612,53323.21228837854,53.32321228837854,27.27815923479625,-0.3993639846960017,0.0628904623073719,0
06073008355,83.55,True,0.8942795429244672,968,49440.11108638275,49.44011108638275,55.28485078022026,-0.5590084172171331,0.0468800517297122,0
06073008356,83.56,True,0.6058234179388244,1262,45300.048241527606,45.300048241527605,74.7743433155005,-0.1642199785815238,0.0797468354430379,3
06073008357,83.57,True,0.9140036700609556,2640,72537.1045964097,72.5371045964097,79.36194018955324,0.4072306796024695,0.1590711805555555,7
06073008358,83.58,True,1.8847327303181762,2556,114586.56815051804,114.58656815051803,60.79725061662923,0.1205197741294094,0.098589389757743,26
06073008359,83.59,True,1.1136479042468048,2538,92134.33921732088,92.13433921732089,82.73201868020776,0.3512144403369293,0.0786262991414369,16
06073008360,83.60,True,2.7859768696529943,2668,130002.81167026727,130.00281167026728,46.663277461617874,0.1496075585840449,0.0741055013435157,16
06073008361,83.61,True,0.5646264793579354,986,40100.545719525886,40.10054571952588,71.02136932211573,1.08729969140253,0.2665441176470588,10
06073008362,83.62,True,0.8862276505220756,872,39169.03112369329,39.16903112369329,44.19748255498332,0.0058811192112629,0.065137614678899,5
06073008363,83.63,True,0.25441215905395015,192,8875.722606711828,8.875722606711829,34.887179290945994,2.2818062101018586,0.4275079099199702,3
06073008364,83.64,True,0.9892480945526799,514,38466.21767384291,38.46621767384291,38.88429796899092,1.3270345258862368,0.231940818102698,3
06073008365,83.65,True,2.3000524043019466,642,67983.10210748683,67.98310210748683,29.557197036177673,-1.17349059785521,0.0264266564534661,0
06073008366,83.66,True,6.034203361323758,1740,165024.82406604497,165.02482406604497,27.348237071984016,-1.3400835663139352,0.0142979696883042,0
06073008367,83.67,True,1.861042670072152,700,52077.99957169867,52.07799957169867,27.98323778878193,0.0312474303065343,0.1111111111111111,0
06073008368,83.68,True,2.6426036519303855,1526,118332.69018501866,118.33269018501865,44.77882640424653,-0.9719949433896576,0.0788985148514851,0
06073008369,83.69,True,1.4948283347391838,2832,104742.20183478686,104.74220183478685,70.06971931199189,-0.782383902018227,0.045662100456621,0
06073008370,83.70,True,1.008438793671294,1850,79065.18956958299,79.06518956958298,78.40355811951707,-0.6241536205698922,0.0337730870712401,0
06073008371,83.71,True,2.095112407029324,1344,87212.17384468744,87.21217384468744,41.62648913350967,-0.6752741101156521,0.0147315855181023,0
06073008372,83.72,True,7.270537437169846,1786,163696.62928436045,163.69662928436045,22.515065866723816,-1.0867482978304377,0.0716267339218158,0
06073008373,83.73,True,3.1207814888277543,1264,86687.05031482813,86.68705031482813,27.77735340496076,-0.9738709831647846,0.0571677307022635,0
06073008374,83.74,True,3.166014674400411,2250,149612.44685812833,149.61244685812832,47.255765447916744,-1.6007816892368416,0.0,0
06073008375,83.75,True,1.0340117682805188,598,42196.94585898801,42.19694585898801,40.808960935868505,0.9278717704465692,0.2893636785880167,3
06073008376,83.76,True,1.2519782294394877,1784,78169.17743103614,78.16917743103613,62.43653091797976,-0.0394404138721962,0.1229676400947119,18
06073008377,83.77,True,0.3457451961952131,664,21118.143456980535,21.118143456980537,61.08007772595893,1.943880457995796,0.2957965749870264,5
