GEOID,rank_det,rank_bayes,rank_delta,jobs_C000_45min,posterior_mean_jobs,disadvantage_z,exceedance_prob_45min,ci_width_log1p
06073016000,198.0,199.0,1.0,18424.0,18321.319395154685,0.6025788828899947,0.0,0.34653108199601057
06073016100,136.0,135.0,-1.0,23559.0,23456.693319169368,-0.2209396495088069,0.0,0.34605101273786154
06073016302,75.0,74.0,-1.0,33652.0,33410.249482116335,1.2748493159196144,0.0,0.35508588794146867
06073016504,85.0,86.0,1.0,31276.0,31087.36487074323,1.3668193187074669,0.0,0.33170940744547295
06073016703,509.0,510.0,1.0,5271.0,5286.5018939955335,-0.1744987885351011,0.02575,0.344312611939257
06073016810,635.0,636.0,1.0,2064.0,2078.4015610488027,-0.5151637120896008,0.99965625,0.3520802243502459
06073017018,334.0,333.0,-1.0,12001.0,12003.635266060235,-0.039456335130557,0.0,0.3442066734378866
06073017036,488.0,487.0,-1.0,5784.0,5801.086479138311,-0.414044510446814,0.00615625,0.3478760349743748
06073017047,372.0,373.0,1.0,10305.0,10301.94562155738,-0.9993616840236552,0.0,0.34631487808814043
06073017052,535.0,534.0,-1.0,4568.0,4581.847723035833,-0.3474992763935903,0.358875,0.3449539996422466
06073017068,524.0,523.0,-1.0,4898.0,4911.104617908877,-0.5212913746852169,0.10421875,0.3522091656067037
06073017307,218.0,217.0,-1.0,17130.0,17076.384718526842,-0.0482729632768045,0.0,0.34080264157230467
06073017601,554.0,555.0,1.0,4151.0,4157.24750854641,-0.4595465467000523,0.84665625,0.34286298492414424
06073019902,165.0,164.0,-1.0,20795.0,20715.135554055774,0.0928930984687387,0.0,0.3446931832898734
06073017702,166.0,165.0,-1.0,20756.0,20673.97789432302,-0.5073923152165641,0.0,0.36069734072639825
06073017810,219.0,220.0,1.0,17037.0,16974.96430438856,-0.5686949580129502,0.0,0.3502034878606466
06073017813,333.0,334.0,1.0,12002.0,11988.942707637669,-0.172031602745962,0.0,0.3410894453465314
06073017901,127.0,126.0,-1.0,24356.0,24260.87481169315,0.7660309608436849,0.0,0.3520394684824151
06073017902,220.0,219.0,-1.0,16996.0,16977.01895702938,0.7213306695116355,3.125e-05,0.34305434204621044
06073018000,176.0,175.0,-1.0,20132.0,20060.323441479726,0.0154442174575054,0.0,0.3387330974820699
06073018202,115.0,114.0,-1.0,25845.0,25748.221473489404,0.3627611114252775,0.0,0.3560706108136866
06073018301,211.0,212.0,1.0,17629.0,17520.42165439263,0.1843407028901118,0.0,0.3456263936589874
06073018510,274.0,273.0,-1.0,14450.0,14434.82535668076,1.047766164660012,0.0,0.3420010458099352
06073018515,510.0,511.0,1.0,5270.0,5279.098494823218,-0.1725864238392452,0.02628125,0.339435400009485
06073018518,312.0,311.0,-1.0,12790.0,12759.944624357657,-0.0812798379368177,6.25e-05,0.34093477725630095
06073018520,587.0,586.0,-1.0,3382.0,3402.335894939469,-0.1169964979854437,0.99321875,0.3489332058889385
06073018522,322.0,323.0,1.0,12456.0,12400.086815691096,-0.4218228219951145,0.000125,0.35226065426448905
06073018523,361.0,360.0,-1.0,10736.0,10731.42767717679,-0.0887641404133444,0.0,0.3491530664487694
06073018525,595.0,596.0,1.0,3081.0,3095.397854380205,-0.7566294817611577,0.997375,0.34227204273125267
06073018609,515.0,514.0,-1.0,5225.0,5240.600099600902,0.5817868628234631,0.02978125,0.34317616651368255
06073018620,619.0,618.0,-1.0,2435.0,2455.937265037189,-0.0490766808908429,0.99890625,0.34701325502158653
06073019110,636.0,635.0,-1.0,2063.0,2081.1196630060904,-0.3774495662246897,0.9998125,0.3492659613282125
06073019205,548.0,549.0,1.0,4276.0,4299.630327372653,0.4389224731493454,0.7243125,0.3411280385534141
06073019301,618.0,619.0,1.0,2442.0,2454.6170742961112,-0.2345578507404871,0.9998125,0.34789813724107344
06073019305,307.0,306.0,-1.0,12931.0,12917.862711093443,0.1912295180727379,3.125e-05,0.34266022190328016
06073019405,229.0,228.0,-1.0,16568.0,16529.6652318669,0.1530387720382136,0.0,0.34503757597426876
06073019810,313.0,314.0,1.0,12765.0,12726.042773561849,0.4596310047830312,0.0,0.3436912528736631
06073020026,178.0,179.0,1.0,19783.0,19706.2311122078,-0.5059204007214118,0.0,0.35099852894778216
06073020030,252.0,251.0,-1.0,15429.0,15377.756561985643,-0.2706234127133404,0.0,0.35001785191092516
06073020031,487.0,488.0,1.0,5785.0,5797.936010775643,-0.1881411257682056,0.006625,0.34611622935682895
06073020034,323.0,324.0,1.0,12425.0,12398.504946045126,-1.485189577174418,0.0,0.33855667419473967
06073020040,434.0,435.0,1.0,7811.0,7796.604613468599,0.0231199104148337,0.00065625,0.3377519767027035
06073020041,369.0,368.0,-1.0,10442.0,10435.788771041736,0.0284117912043191,0.0,0.346135206796772
06073020105,408.0,409.0,1.0,8532.0,8521.576256311997,0.1558454579923403,0.0005,0.34310532741479527
06073020109,276.0,277.0,1.0,14329.0,14268.81631517899,0.0858213428513369,0.000125,0.3412029973406998
06073020208,267.0,266.0,-1.0,14753.0,14726.558300124088,-0.1000352477385777,0.0,0.3426382446516101
06073020706,626.0,627.0,1.0,2245.0,2257.6476618601178,-0.6754050174062923,0.9999375,0.3495281336516074
06073020707,170.0,169.0,-1.0,20484.0,20415.028249491945,0.6178580766360569,0.0,0.3330209790686265
06073020812,627.0,626.0,-1.0,2243.0,2262.9362837879285,0.082665208879662,0.99965625,0.35071208302511625
06073021402,199.0,198.0,-1.0,18347.0,18340.28296549174,0.3665031465599463,0.0,0.3558824233919413
06073008377,35.0,36.0,1.0,54670.0,54142.55509728398,1.943880457995796,0.0,0.35958536765039106
06073022101,74.0,75.0,1.0,33681.0,33374.050586571306,-0.7972899879189118,0.0,0.3512503912277154
06073016618,701.5,702.0,0.5,405.0,412.0136580820295,-0.1848497943957825,1.0,0.35832609992827624
06073019601,462.5,463.0,0.5,6471.0,6480.4394194096485,-0.0759221170113187,0.00121875,0.34343962981589904
06073019602,465.5,465.0,-0.5,6440.0,6446.914881755511,0.3390332183186925,0.00178125,0.3528034557166091
06073017104,462.5,462.0,-0.5,6471.0,6485.167083631587,-0.2871714216699007,0.00165625,0.3438008427459547
06073013312,465.5,466.0,0.5,6440.0,6441.362333253416,0.4408384422328084,0.0020625,0.33762383463951906
06073017305,533.5,533.0,-0.5,4575.0,4585.032757857898,-0.7155740286829727,0.35584375,0.34072339888497716
06073001600,153.5,153.0,-0.5,21846.0,21736.710657020045,1.298098315611432,0.0,0.3537207295650422
06073009805,701.5,701.0,-0.5,405.0,412.08201820190624,-0.1986965729247281,1.0,0.3670028289353038
06073010800,484.5,485.0,0.5,5815.0,5836.484601076714,-0.331364850442566,0.00515625,0.33985691522529926
06073020032,676.5,677.0,0.5,874.0,883.4249672721318,-0.7697781173956778,1.0,0.35137351656405524
06073020033,676.5,676.0,-0.5,874.0,884.036104865675,-0.109727056774936,1.0,0.35576125688975146
06073014601,181.5,181.0,-0.5,19726.0,19644.20781569782,1.4322255009495288,0.0,0.34580859157417443
06073011100,484.5,484.0,-0.5,5815.0,5839.758943717647,-0.0556132765123359,0.0060625,0.3478654227132125
06073014901,153.5,154.0,0.5,21846.0,21732.382294452338,0.5513445724253406,0.0,0.3466777876466445
06073020043,669.5,669.0,-0.5,926.0,937.00735637292,-0.5658681181843846,1.0,0.3484702449884738
06073020044,669.5,670.0,0.5,926.0,935.2117222849628,-0.9434716358370993,1.0,0.3451111500179671
06073010017,624.5,624.0,-0.5,2288.0,2303.857036361635,-0.1394989525591674,0.99953125,0.34669490017792093
06073015403,598.5,599.0,0.5,3058.0,3061.3266950480256,-0.7109211394782168,0.998625,0.34734975773245225
06073020206,168.5,168.0,-0.5,20518.0,20443.04050560393,0.3746779877334991,0.0,0.3436180662719206
06073008002,346.5,346.0,-0.5,11572.0,11554.729965326087,-0.9254172360063057,0.0,0.34332591641431875
06073009602,326.5,327.0,0.5,12404.0,12385.502829461417,-0.6513028789841887,0.0,0.35300584925072975
06073008311,426.5,426.0,-0.5,7956.0,7962.326996873414,-1.3997580933262377,0.00040625,0.34422808466190347
06073008303,426.5,427.0,0.5,7956.0,7947.057983076837,-1.0410175036061953,0.000375,0.3456189095778992
06073018801,648.5,648.0,-0.5,1596.0,1610.5931109687979,0.0032598846848215,0.99990625,0.35012934954410646
06073018906,648.5,649.0,0.5,1596.0,1609.544145730641,0.330553659620997,0.9999375,0.3452982606104893
06073020810,684.5,684.0,-0.5,696.0,705.8845211062037,-0.6801822568533825,0.99996875,0.35473777739129364
06073008378,36.5,37.0,0.5,54602.0,54115.713152451586,2.261279041390285,0.0,0.3422149987632057
06073015408,598.5,598.0,-0.5,3058.0,3068.845287165808,-0.0006149076544439,0.99865625,0.33693214120489046
06073007912,346.5,347.0,0.5,11572.0,11551.905324126576,-0.0028066363250097,3.125e-05,0.3499391819606732
06073007702,308.5,309.0,0.5,12861.0,12822.868974985815,-0.0337711852129732,0.0,0.3529456067207608
06073007701,308.5,308.0,-0.5,12861.0,12842.628099294981,-0.1173588606633176,0.0,0.34500088297799714
06073005500,21.0,21.0,0.0,77726.0,76949.83096036344,-0.5236682336308077,0.0,0.3512579116496859
06073005601,20.0,20.0,0.0,79156.0,78349.52919073033,4.320491586180137,0.0,0.3535430003523441
06073005700,5.0,5.0,0.0,97403.0,96261.63235811178,2.4991042330673023,0.0,0.3558078195252037
06073005801,3.0,3.0,0.0,100831.0,99378.6271128719,1.6825504298244145,0.0,0.3703577590645857
06073005802,14.0,14.0,0.0,83165.0,82372.55879807136,-0.3354503719648814,0.0,0.34778992325591496
06073005900,6.0,6.0,0.0,96065.0,94965.7421263352,1.672434636401963,0.0,0.33614713806620067
06073006000,7.0,7.0,0.0,95395.0,94243.48784217397,0.8926099928568458,0.0,0.34663095008863287
06073006100,4.0,4.0,0.0,100417.0,99253.00281201885,0.0540439718719686,0.0,0.35317238175417565
06073006600,104.0,104.0,0.0,27487.0,27345.21975379377,-0.1208087315955241,0.0,0.3394701579193615
06073006801,96.0,96.0,0.0,28903.0,28752.077117697514,0.3206579308564866,0.0,0.3378602752604891
06073006802,106.0,106.0,0.0,27293.0,27181.359268574815,1.131784117702301,0.0,0.345457732850603
06073006900,97.0,97.0,0.0,28785.0,28573.73951688673,-0.4500738879748505,0.0,0.3525988775440343
06073007002,214.0,214.0,0.0,17527.0,17458.89900263865,-0.5789888182317723,0.0,0.3424757936686724
06073007100,352.0,352.0,0.0,11132.0,11124.550721516156,-0.3604424959005909,0.0,0.3387660640748056
06073007200,403.0,403.0,0.0,8805.0,8803.233302976967,-0.8531778148728968,0.0,0.35224424651230635
06073007303,377.0,377.0,0.0,10059.0,10048.870573924436,-0.3744424651861355,6.25e-05,0.3444967542955748
06073007304,424.0,424.0,0.0,7967.0,7976.135069731223,0.5285604698866337,0.000375,0.34290554767791903
06073007401,268.0,268.0,0.0,14726.0,14690.77474527016,0.613711790684122,0.0,0.34147048257401913
06073007501,286.0,286.0,0.0,13906.0,13863.901523224287,0.6990417013639695,3.125e-05,0.35305738594747993
06073007907,281.0,281.0,0.0,14109.0,14078.376227286717,0.3310415734219054,0.0,0.34410543968371243
06073007908,297.0,297.0,0.0,13162.0,13149.222375700923,0.2338093626724554,0.0,0.3335009032035039
06073007910,351.0,351.0,0.0,11161.0,11134.658624112126,0.255800528933136,6.25e-05,0.33383605302416264
06073007911,344.0,344.0,0.0,11687.0,11675.812612599573,0.4770036234770701,0.00028125,0.34548984165669516
06073008003,316.0,316.0,0.0,12721.0,12690.768085787267,-0.4069401887661851,0.0001875,0.34588340362236636
06073008006,358.0,358.0,0.0,10901.0,10896.927495330696,-0.3724097213670298,0.0,0.3426013260905112
06073008101,354.0,354.0,0.0,11067.0,11083.091806950431,-0.0222759993845654,3.125e-05,0.34405798380630515
06073008102,335.0,335.0,0.0,11998.0,11980.149639320716,-0.9065899455858508,0.0,0.33576972829069973
06073008201,376.0,376.0,0.0,10120.0,10128.516662542252,-0.0043278823116396,0.0,0.34603510646770097
06073008202,398.0,398.0,0.0,8893.0,8885.284985478458,2.434332382523154,0.00025,0.3521113555353619
06073008301,482.0,482.0,0.0,5852.0,5855.459789159895,-1.2584240592448006,0.00459375,0.33667774117229854
06073008305,30.0,30.0,0.0,60605.0,60153.929483675056,0.313179794634533,0.0,0.34364120264350007
06073008307,109.0,109.0,0.0,26870.0,26688.8457743825,0.0008927207087381,0.0,0.3439925530569017
06073008310,481.0,481.0,0.0,5854.0,5865.359310965952,-0.6250915543220728,0.00471875,0.33921048225279016
06073008312,59.0,59.0,0.0,38534.0,38187.91529721338,-0.4293613877056894,0.0,0.34941461242239846
06073008313,70.0,70.0,0.0,34147.0,33810.12749905643,-1.0615035696949884,0.0,0.33877864750812137
06073008324,260.0,260.0,0.0,15065.0,15015.253217022067,-0.9172053514699048,0.0,0.3402221701140018
06073008327,234.0,234.0,0.0,16308.0,16261.201089514148,-0.8399619892647144,0.0,0.34427920687496183
06073008328,668.0,668.0,0.0,927.0,937.3360544491642,-1.3335094072813949,1.0,0.34311811913458357
06073008330,216.0,216.0,0.0,17215.0,17184.197585261667,-0.6308629740632714,0.0,0.3451230768751028
06073008331,240.0,240.0,0.0,16026.0,15988.745941020512,-1.1963808879607642,0.0,0.34621277240970194
06073008336,478.0,478.0,0.0,6037.0,6049.087929050024,-1.1736753843498229,0.0035625,0.34451422756151473
06073008339,48.0,48.0,0.0,43372.0,42934.05006208047,1.6423261133730538,0.0,0.35668084854708226
06073008343,32.0,32.0,0.0,58617.0,58119.015871775766,1.286228281871524,0.0,0.3447854394724299
06073008344,145.0,145.0,0.0,22739.0,22577.294042984056,-0.8913877604640533,9.375e-05,0.3470573067992859
06073008345,521.0,521.0,0.0,4932.0,4948.34178933509,0.2360240381060351,0.08984375,0.35124946318774164
06073008346,64.0,64.0,0.0,36593.0,36273.974021067545,-0.9266307155489254,0.0,0.3430727076774094
06073008347,589.0,589.0,0.0,3281.0,3296.9424964814134,-0.604165307200443,0.994375,0.35057845183637326
06073008348,520.0,520.0,0.0,4984.0,4994.235214839926,-0.4095475490213343,0.07578125,0.3433888458610763
06073008349,440.0,440.0,0.0,7502.0,7508.382961808137,-0.0965170656384237,0.00034375,0.35105292035778035
06073008350,41.0,41.0,0.0,50131.0,49561.467503880696,-0.0243406420802063,0.0,0.3544448137723357
06073008351,29.0,29.0,0.0,61684.0,61109.923679141015,-0.5387801888990307,0.0,0.3416557311392019
06073008352,439.0,439.0,0.0,7592.0,7594.819036719483,-0.3534728209300631,0.00025,0.3357316998885924
06073008353,505.0,505.0,0.0,5360.0,5372.667049257718,-0.3993639846960017,0.01921875,0.33955442058506513
06073008355,321.0,321.0,0.0,12512.0,12476.883995624414,-0.5590084172171331,0.0,0.3544259480864991
06073008356,436.0,436.0,0.0,7744.0,7754.653275586944,-0.1642199785815238,0.0008125,0.34403963245284963
06073008358,320.0,320.0,0.0,12549.0,12526.741059941232,0.1205197741294094,0.00015625,0.34555434357472414
06073008359,159.0,159.0,0.0,21542.0,21480.538029998515,0.3512144403369293,0.0,0.34203082909877125
06073008361,38.0,38.0,0.0,53801.0,53388.3678845355,1.08729969140253,0.0,0.3393503097201158
06073008362,58.0,58.0,0.0,40447.0,40141.44297896639,0.0058811192112629,0.0,0.344927358270688
06073008363,34.0,34.0,0.0,54918.0,54522.65408413747,2.2818062101018586,0.0,0.3331336698682126
06073008366,516.0,516.0,0.0,5120.0,5134.4896275531855,-1.3400835663139352,0.0458125,0.35628733620412056
06073008367,512.0,512.0,0.0,5242.0,5266.44690140004,0.0312474303065343,0.0256875,0.34122732632003583
06073008368,519.0,519.0,0.0,5005.0,5020.0204782451,-0.9719949433896576,0.06653125,0.3413142580611819
06073008369,144.0,144.0,0.0,22754.0,22641.00969959817,-0.782383902018227,0.0,0.3526000998951382
06073008371,43.0,43.0,0.0,48582.0,48221.050062638074,-0.6752741101156521,0.0,0.35171291510103764
06073008372,679.0,679.0,0.0,842.0,851.6516964120419,-1.0867482978304377,1.0,0.34120002203351874
06073008373,161.0,161.0,0.0,21489.0,21350.155079929435,-0.9738709831647846,0.0,0.34752680987994644
06073008374,568.0,568.0,0.0,3781.0,3800.22471412103,-1.6007816892368416,0.96815625,0.3437189946268173
06073008375,160.0,160.0,0.0,21539.0,21415.895944655535,0.9278717704465692,0.0,0.3571899288750586
06073008376,39.0,39.0,0.0,53495.0,53074.108282211535,-0.0394404138721962,0.0,0.3469153583858713
06073008380,475.0,475.0,0.0,6109.0,6128.169490037855,0.1308225561743007,0.002625,0.34647749614813783
06073008381,473.0,473.0,0.0,6224.0,6231.982699281263,-0.7981364751687264,0.00284375,0.3417309608612076
06073008501,467.0,467.0,0.0,6427.0,6439.322293117198,-0.2996678596360542,0.001875,0.34679916589254667
06073008502,379.0,379.0,0.0,9908.0,9910.503979595958,0.4853274288370821,0.0,0.3367161424112801
06073008503,375.0,375.0,0.0,10208.0,10209.174972074445,0.1060913843037857,0.0,0.34480280400812724
06073008504,402.0,402.0,0.0,8809.0,8804.879916109627,0.0127432111658382,0.000125,0.344748610952875
06073008505,489.0,489.0,0.0,5723.0,5738.339640229057,0.2357790350794334,0.00784375,0.3527144714320567
