GEOID,baseline_exceedance,exceedance_prob_scenario_A,exceedance_prob_scenario_B,exceedance_prob_delta_A,exceedance_prob_delta_B,exceedance_delta_A_ci_lower,exceedance_delta_A_ci_upper,exceedance_delta_B_ci_lower,exceedance_delta_B_ci_upper,prob_improve_A,prob_improve_B,targeted_by_A,targeted_by_B,crossed_threshold_A,crossed_threshold_B
06073012800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073012900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013205,3.125e-05,3.125e-05,3.125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013303,3.125e-05,0.0,3.125e-05,-3.125e-05,0.0,-9.453124999999996e-05,0.0,0.0,0.0,0.6075,0.0,False,False,False,False
06073013306,0.567,0.0480625,0.567,-0.5189374999999999,0.0,-0.52437734375,-0.51399765625,0.0,0.0,1.0,0.0,False,False,True,False
06073013307,1.0,0.96309375,1.0,-0.03690625000000003,0.0,-0.03893749999999996,-0.03493593749999996,0.0,0.0,1.0,0.0,True,False,False,False
06073013308,0.00403125,0.00028125,0.00403125,-0.0037500000000000003,0.0,-0.00440625,-0.00309375,0.0,0.0,1.0,0.0,False,False,False,False
06073013309,6.25e-05,6.25e-05,6.25e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013312,0.00128125,0.00128125,0.00128125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013315,0.00015625,0.00015625,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013317,0.49978125,0.0273125,0.49978125,-0.47246875,0.0,-0.4779398437500001,-0.46739140625000003,0.0,0.0,1.0,0.0,False,False,False,False
06073013318,0.00015625,0.00015625,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013319,0.00915625,0.00915625,0.00046875,0.0,-0.008687499999999999,0.0,0.0,-0.00975,-0.00771875,0.0,1.0,False,False,False,False
06073013320,0.99996875,0.99996875,0.9949375,0.0,-0.005031249999999932,0.0,0.0,-0.005750000000000033,-0.004281250000000014,0.0,1.0,False,True,False,False
06073013321,0.18875,0.18875,0.18875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013322,0.0005625,0.0005625,0.0005625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013323,0.0091875,0.0091875,0.0091875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013324,0.0130625,0.0130625,0.0130625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013325,0.00171875,0.00171875,0.00171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013326,9.375e-05,9.375e-05,9.375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013327,0.0001875,0.0001875,0.0001875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013409,3.125e-05,3.125e-05,3.125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013411,0.9964375,0.9811875,0.9964375,-0.015249999999999986,0.0,-0.016532031249999996,-0.013968750000000082,0.0,0.0,1.0,0.0,False,False,False,False
06073013412,0.00103125,0.00103125,0.00103125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013414,3.125e-05,3.125e-05,3.125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013415,0.000875,0.000875,0.000875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013416,0.203,0.0165,0.203,-0.1865,0.0,-0.19153515625,-0.18218515625,0.0,0.0,1.0,0.0,False,False,False,False
06073013417,0.00178125,3.125e-05,0.0001875,-0.00175,-0.0015937500000000001,-0.00218828125,-0.00128125,-0.00203203125,-0.00115625,1.0,1.0,False,False,False,False
06073013418,3.125e-05,3.125e-05,3.125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013420,0.00103125,0.00103125,0.00103125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013421,0.00015625,0.00015625,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013422,1.0,0.96790625,1.0,-0.03209375000000003,0.0,-0.03406406249999999,-0.030433593750000012,0.0,0.0,1.0,0.0,True,False,False,False
06073013423,1.0,0.99984375,0.99984375,-0.00015624999999996891,-0.00015624999999996891,-0.00028125000000001066,-3.125000000003819e-05,-0.00028125000000001066,-3.125000000003819e-05,0.995,0.995,True,True,False,False
06073013424,6.25e-05,0.0,0.0,-6.25e-05,-6.25e-05,-0.00015625,0.0,-0.00015625,0.0,0.8475,0.8475,False,False,False,False
06073013425,0.01434375,0.01434375,0.00025,0.0,-0.01409375,0.0,0.0,-0.0154078125,-0.01262421875,0.0,1.0,False,False,False,False
06073013503,0.9765,0.9765,0.9765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013504,0.99953125,0.99953125,0.99953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013505,0.79021875,0.79021875,0.79021875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013506,0.99990625,0.9998125,0.99928125,-9.375000000000355e-05,-0.0006249999999999867,-0.0002187500000000453,0.0,-0.0008757812500000683,-0.000343749999999976,0.9625,1.0,False,False,False,False
06073013601,0.99365625,0.99365625,0.99365625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013604,0.999875,0.99428125,0.99428125,-0.005593749999999953,-0.005593749999999953,-0.006469531250000021,-0.0048437500000000355,-0.006469531250000021,-0.0048437500000000355,1.0,1.0,False,False,False,False
06073013605,0.9994375,0.9970625,0.9970625,-0.002375000000000016,-0.002375000000000016,-0.00287578125000007,-0.0018437500000000329,-0.00287578125000007,-0.0018437500000000329,1.0,1.0,False,False,False,False
06073013607,0.91559375,0.91559375,0.91559375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013608,0.9735625,0.9735625,0.9735625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013701,0.00171875,0.00171875,0.00171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013702,3.125e-05,3.125e-05,3.125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013802,6.25e-05,6.25e-05,6.25e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013903,0.99821875,0.97640625,0.97640625,-0.021812500000000012,-0.021812500000000012,-0.02362578125000001,-0.02024921874999999,-0.02362578125000001,-0.02024921874999999,1.0,1.0,False,False,False,False
06073013905,0.31325,0.31325,0.31325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013906,0.04653125,0.04653125,0.04653125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013907,0.80703125,0.80703125,0.80703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013908,0.48365625,0.48365625,0.48365625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073013909,0.99796875,0.99796875,0.99796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073014001,9.375e-05,9.375e-05,9.375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073014002,6.25e-05,6.25e-05,6.25e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073014101,9.375e-05,9.375e-05,9.375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073014102,0.74890625,0.74890625,0.74890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073014200,0.00015625,0.00015625,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073014300,6.25e-05,6.25e-05,6.25e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073014400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073014500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073014601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073014602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073014701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073014702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073014803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073014804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073014805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073014806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073014901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073014902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073015001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073015002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073015100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073015200,9.375e-05,9.375e-05,9.375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073015301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073015302,0.001125,0.001125,0.001125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073015403,0.99809375,0.99809375,0.99809375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073015405,1.0,0.999625,0.999625,-0.0003750000000000142,-0.0003750000000000142,-0.0006249999999999867,-0.0001875000000000071,-0.0006249999999999867,-0.0001875000000000071,1.0,1.0,True,True,False,False
06073015406,1.0,0.9993125,0.9993125,-0.000687499999999952,-0.000687499999999952,-0.0009687499999999627,-0.0004062500000000524,-0.0009687499999999627,-0.0004062500000000524,1.0,1.0,True,True,False,False
06073015407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073015408,0.9985,0.97571875,0.97571875,-0.022781250000000086,-0.022781250000000086,-0.024281250000000032,-0.021246093749999997,-0.024281250000000032,-0.021246093749999997,1.0,1.0,False,False,False,False
06073015501,1.0,0.32,0.9999375,-0.6799999999999999,-6.249999999996536e-05,-0.68506640625,-0.67475,-0.00015624999999996891,0.0,1.0,0.8525,True,False,True,False
06073015502,0.99946875,0.99859375,0.99946875,-0.0008750000000000702,0.0,-0.001188281250000009,-0.0005312499999999831,0.0,0.0,1.0,0.0,False,False,False,False
06073015601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073015602,0.99996875,0.969375,0.99384375,-0.030593749999999975,-0.006124999999999936,-0.03240624999999997,-0.02881171874999991,-0.006968749999999971,-0.005280468749999909,1.0,1.0,False,False,False,False
06073015701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073015704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073015705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073015706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073015801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073015802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073015901,6.25e-05,6.25e-05,6.25e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073015902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016000,6.25e-05,6.25e-05,6.25e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016401,3.125e-05,0.0,3.125e-05,-3.125e-05,0.0,-9.375e-05,0.0,0.0,0.0,0.655,0.0,False,False,False,False
06073016403,0.999625,0.9983125,0.999625,-0.0013124999999999387,0.0,-0.001749999999999921,-0.0009687500000000709,0.0,0.0,1.0,0.0,False,False,False,False
06073016404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016606,0.00509375,0.00090625,0.0008125,-0.0041875,-0.00428125,-0.00484375,-0.0035937500000000006,-0.005,-0.0036875000000000002,1.0,1.0,False,False,False,False
06073016607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016608,0.01525,0.00278125,0.01525,-0.01246875,0.0,-0.013596093750000001,-0.01137421875,0.0,0.0,1.0,0.0,False,False,False,False
06073016609,1.0,0.86484375,1.0,-0.13515624999999998,0.0,-0.13868828124999996,-0.13177968749999996,0.0,0.0,1.0,0.0,True,False,False,False
06073016610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016613,0.00109375,0.00109375,0.00109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016614,9.375e-05,9.375e-05,9.375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016615,3.125e-05,3.125e-05,3.125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016618,0.99771875,0.99609375,0.99065625,-0.0016249999999999876,-0.007062499999999972,-0.0020320312499999297,-0.001187500000000008,-0.008031250000000045,-0.0061867187500000125,1.0,1.0,False,True,False,False
06073016619,0.61303125,0.02965625,0.00271875,-0.583375,-0.6103125,-0.58946953125,-0.57737421875,-0.6160328125,-0.60487421875,1.0,1.0,False,False,True,True
06073016620,0.0018125,0.0018125,0.0018125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016621,0.98290625,0.8350625,0.98290625,-0.14784374999999994,0.0,-0.15153203125,-0.1436820312500001,0.0,0.0,1.0,0.0,False,False,False,False
06073016703,0.0256875,0.00221875,0.0256875,-0.02346875,0.0,-0.025158593750000003,-0.02175,0.0,0.0,1.0,0.0,False,False,False,False
06073016704,1.0,0.9984375,1.0,-0.0015625000000000222,0.0,-0.0020000000000000018,-0.0011867187500000076,0.0,0.0,1.0,0.0,True,False,False,False
06073016705,0.00846875,0.0011875,0.00846875,-0.00728125,0.0,-0.0081890625,-0.0063429687500000005,0.0,0.0,1.0,0.0,False,False,False,False
06073016706,0.99725,0.97565625,0.99725,-0.021593749999999967,0.0,-0.02315781249999999,-0.019874999999999976,0.0,0.0,1.0,0.0,False,False,False,False
06073016804,0.961625,0.57565625,0.961625,-0.38596874999999997,0.0,-0.39143828125,-0.3800921875,0.0,0.0,1.0,0.0,False,False,False,False
06073016806,0.02734375,0.00046875,0.02734375,-0.026875,0.0,-0.028471093750000002,-0.02518671875,0.0,0.0,1.0,0.0,False,False,False,False
06073016807,1.0,0.97996875,1.0,-0.020031249999999945,0.0,-0.02159453124999997,-0.018468750000000034,0.0,0.0,1.0,0.0,True,False,False,False
06073016809,0.9999375,0.99975,0.99975,-0.0001875000000000071,-0.0001875000000000071,-0.00034453125000008517,-6.249999999996536e-05,-0.00034453125000008517,-6.249999999996536e-05,0.995,0.995,False,False,False,False
06073016810,0.99990625,0.999375,0.99990625,-0.0005312499999999831,0.0,-0.0008124999999999938,-0.00031249999999993783,0.0,0.0,1.0,0.0,False,False,False,False
06073016811,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016812,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073016813,1.0,1.0,0.99915625,0.0,-0.000843750000000032,0.0,0.0,-0.0011257812500000408,-0.0005312499999999831,0.0,1.0,False,True,False,False
06073016901,0.9991875,0.99865625,0.99775,-0.0005312499999999831,-0.0014374999999999805,-0.0008124999999999938,-0.00031249999999993783,-0.001844531250000031,-0.001031250000000039,1.0,1.0,False,False,False,False
06073016902,0.99996875,0.99996875,0.99996875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017006,0.87971875,0.87971875,0.00365625,0.0,-0.8760625,0.0,0.0,-0.8795625,-0.8724023437499999,0.0,1.0,False,False,False,True
06073017009,0.99965625,0.99965625,0.64184375,0.0,-0.3578125,0.0,0.0,-0.3632187499999999,-0.35305781249999996,0.0,1.0,False,False,False,False
06073017010,1.0,1.0,0.99878125,0.0,-0.0012187500000000462,0.0,0.0,-0.0015945312499999504,-0.000843750000000032,0.0,1.0,False,True,False,False
06073017014,0.0014375,0.0014375,0.0014375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017020,1.0,1.0,0.99965625,0.0,-0.000343749999999976,0.0,0.0,-0.0005625000000000213,-0.00015624999999996891,0.0,1.0,False,True,False,False
06073017021,1.0,1.0,0.99975,0.0,-0.00024999999999997247,0.0,0.0,-0.00040703125000005053,-9.375000000000355e-05,0.0,1.0,False,True,False,False
06073017022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017031,0.477125,0.477125,0.477125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017033,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017036,0.005,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017037,0.99975,0.99975,0.99975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017039,0.00096875,0.00096875,0.00096875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017040,0.00046875,0.00046875,0.00046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017041,0.71934375,0.71934375,0.71934375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017043,0.9930625,0.9930625,0.9930625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017044,0.61646875,0.61646875,0.61646875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017045,0.3924375,0.3924375,0.3924375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017046,0.985875,0.985875,0.985875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017047,9.375e-05,9.375e-05,9.375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017052,0.351125,0.351125,0.351125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017053,1.0,1.0,0.99921875,0.0,-0.0007812499999999556,0.0,0.0,-0.0010624999999999662,-0.00046875000000001776,0.0,1.0,False,True,False,False
06073017054,0.998375,0.998375,0.9814375,0.0,-0.01693750000000005,0.0,0.0,-0.01837578124999992,-0.01565546874999993,0.0,1.0,False,False,False,False
06073017055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017057,0.47584375,0.47584375,0.47584375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017058,0.023125,0.023125,0.023125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017059,0.9669375,0.9669375,0.37353125,0.0,-0.59340625,0.0,0.0,-0.59862578125,-0.58821328125,0.0,1.0,False,False,False,True
06073017060,1.0,1.0,0.99996875,0.0,-3.125000000003819e-05,0.0,0.0,-9.453125000000447e-05,0.0,0.0,0.645,False,False,False,False
06073017061,0.99971875,0.9995625,0.99971875,-0.00015624999999996891,0.0,-0.00028125000000001066,-3.125000000003819e-05,0.0,0.0,1.0,0.0,False,False,False,False
06073017062,1.0,0.99996875,1.0,-3.125000000003819e-05,0.0,-9.375000000000355e-05,0.0,0.0,0.0,0.6425,0.0,False,False,False,False
06073017063,0.99996875,0.99996875,0.99996875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017065,0.9639375,0.9639375,0.9639375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017066,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017067,0.0150625,0.0150625,0.0150625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017068,0.1018125,0.1018125,0.1018125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017104,0.0015625,0.0015625,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017106,0.99996875,0.99996875,0.99996875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017107,0.0005625,0.0005625,0.0005625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017108,0.000125,0.000125,0.000125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017109,0.99940625,0.99940625,0.99940625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017111,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017112,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017113,0.9996875,0.9996875,0.9996875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017201,0.00428125,0.00428125,0.00428125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017202,0.00021875,0.00021875,0.00021875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017305,0.36465625,0.36465625,0.36465625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017306,0.37521875,0.37521875,0.37521875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017308,6.25e-05,6.25e-05,6.25e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
06073017403,0.98634375,0.98634375,0.98634375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False
